Simulation	const ed num Emergency Room	const mipw time Treatment LOS[mbed2]	const mipw time Treatment LOS[mbed3]	const sipw time Treatment LOS[mbed2]	const sipw time Treatment LOS[mbed3]	const surg num PostOp Beds	edMeanValue ppd	init L MEDBED AVAIL[mbed1]	init L MEDBED AVAIL[mbed2]	init L MEDBED AVAIL[mbed3]	init L SURGBED AVAIL[mbed1]	init L SURGBED AVAIL[mbed2]	init L SURGBED AVAIL[mbed3]	init L SURGERY OR AVAIL	isuMeanValue ppd	osuMeanValue ppd	f1pcntEDLWBS	f2pcntEDRMBLKD	f3timeEDdischarge	f4timeEDadmission	f5pcntSUcompletion	f6timeSUcompletion	f7numICUoccupy	f8numPCUoccupy	f9numACUoccupy	yOEE1avail	yOEE1c	yOEE1perf	yOEE1qual
53	13	32.778	98.784	35.658	127.2	10	40.01	5	6	29	8	14	40	4	14.224	19.632	0	0.020837457	3.513002857	4.550597143	0.738293286	6.119782857	23297100	1949718.571	1417577.143	0.977981714	0.805546429	1.221908571	0.679511714
54	19	29.538	73.248	33.57	57.696	11	24.65	6	9	33	10	9	32	5	14.96	4.656	0	0.008631916	3.57276	4.57261	0.927757571	2.783031429	25769542.86	826921.1429	7821502.857	0.990849	0.814980857	1.21316	0.683923571
55	22	34.65	71.328	29.034	133.152	8	22.25	15	6	49	13	12	25	4	12.4	14.256	0	0.006729083	3.546782857	4.546227143	0.436031571	18.62572857	36443500	11455985.71	12743671.43	0.992837286	0.817429143	1.217255714	0.682115
56	9	35.154	114.912	23.814	128.16	11	36.41	13	13	38	10	7	35	2	4.24	15.888	0	0.0269172	3.530514286	4.529648571	0.999908429	4.469541429	34572900	11218100	3063137.143	0.971481857	0.800729	1.220284286	0.681097857
57	10	20.754	140.256	32.742	79.968	8	48.89	11	13	48	10	6	41	3	8.432	10.416	1.50304E-06	0.032528857	3.487622857	4.486414286	0.671669857	12.82824286	30711685.71	2362347.143	1911778.571	0.965397286	0.796002286	1.226867143	0.677180857
58	22	22.626	86.496	26.154	86.496	12	31.49	5	10	16	8	9	45	5	10.48	19.472	0.116577286	0.707791286	4.535051429	86.92328571	0.99992	2.757005714	24770057.14	4466190	2291100	0.191645143	0.075214243	0.759120857	0.492636286
59	14	35.046	123.552	35.37	104.544	10	37.07	8	9	46	9	13	25	5	8.112	19.248	0	0.017617429	3.51198	4.510932857	0.640789143	11.21477143	30274214.29	8532345.714	466159.8571	0.981292286	0.809944	1.223721429	0.679866143
60	14	28.782	60.768	19.602	110.496	4	27.05	10	10	15	13	9	23	7	8.624	13.584	0	0.0128555	3.542912857	4.542334286	0.738739143	13.6486	34040914.29	10430914.29	411803.7143	0.986372571	0.812523286	1.21824	0.681876429
61	23	31.734	111.648	29.25	118.368	7	43.01	6	14	17	8	15	26	7	18.832	8.784	0.478382857	0.827450143	5.726514286	129.0115714	0.429439286	25.17325714	30120714.29	20670000	2236867.143	0.137469571	0.031493343	0.592561143	0.389261
62	20	25.974	83.616	30.222	121.824	8	27.11	11	14	36	9	11	41	2	11.056	7.248	0	0.009018706	3.562354286	4.562058571	0.978685714	3.941414286	30307785.71	10169840	2938937.143	0.990434143	0.815134714	1.214924286	0.683244429
63	24	18.09	124.128	19.998	85.536	11	36.05	8	9	27	8	9	47	5	18.864	6.128	0	0.202463429	3.528621429	23.1088	0.857149714	4.986614286	22869171.43	51048.28571	17304.47143	0.762851286	0.527872714	1.041661429	0.664639286
64	12	29.034	69.216	24.606	87.648	8	39.95	10	10	25	12	15	43	5	10.032	4.56	0	0.022150571	3.519114286	4.518132857	0.99992	2.787772857	30091885.71	7404082.857	2281958.571	0.976504857	0.805487429	1.222255714	0.680374143
65	10	21.33	52.512	20.178	139.104	12	45.47	10	14	42	10	15	49	4	17.104	5.648	0	0.030253629	3.506177143	4.505	0.817351857	2.786697143	26755985.71	8082397.143	1867221.429	0.967877571	0.798868429	1.224178571	0.679618571
66	14	27.414	87.648	24.642	100.512	3	48.41	6	11	25	12	14	43	4	10.064	13.488	0.147618	0.548039571	4.759624286	32.15072857	0.918344571	6.259974286	27443942.86	6917818.571	27773.77143	0.418898	0.143757429	0.744416857	0.466153429
67	16	30.294	109.152	26.37	126.624	5	37.19	6	13	36	10	7	17	5	17.424	19.728	0	0.015465329	3.496222857	4.495084286	0.227298429	32.17121429	32791057.14	13864857.14	48198.47143	0.983550286	0.812677143	1.226325714	0.678958571
68	16	28.206	58.656	27.342	74.016	7	23.09	8	12	31	9	8	45	5	16.496	9.392	0	0.009601729	3.55522	4.554797143	0.697080571	11.66927143	27732671.43	4162864.286	13587157.14	0.989817	0.814671286	1.2159	0.682731714
69	23	28.098	93.792	19.386	109.152	3	22.49	11	10	24	10	13	47	7	11.632	10.64	0	0.006505916	3.580044286	4.580077143	0.99992	6.643551429	30704314.29	10057638.57	3900608.571	0.993090714	0.816029571	1.211525714	0.684316857
70	15	27.126	103.968	27.882	108	4	27.23	11	7	44	6	12	42	2	7.696	19.024	0	0.012078214	3.560845714	4.56048	0.870542143	5.072345714	30703514.29	8117704.286	11409785.71	0.987209286	0.812365	1.215035714	0.683118714
71	14	21.222	128.736	23.778	141.792	4	45.53	8	11	34	9	10	45	6	17.744	19.152	0.070780043	0.494499714	4.325805714	28.37538571	0.741546714	4.823922857	26872000	3850482.857	922528.1429	0.438568714	0.181737	0.817685286	0.507167857
72	24	24.786	78.432	22.806	55.584	9	28.85	14	6	15	14	15	15	5	19.888	14.192	0.017828843	0.527680429	3.777647143	69.61558571	0.367315	20.38638571	35066671.43	10990614.29	2234758.571	0.381369429	0.241771714	0.946221143	0.614665857
73	12	18.882	89.76	22.374	94.368	5	44.45	13	7	22	12	10	38	7	10.128	18.32	0.150269714	0.521977714	4.783694286	29.18892857	0.99992	4.129605714	31642814.29	1143934.286	372.2371843	0.447616857	0.154406	0.746192714	0.466475143
74	19	27.378	132	20.934	95.136	10	28.61	9	13	18	12	15	27	3	15.344	16.752	0.264846143	0.771371857	5.083701429	106.4995714	0.573733571	9.684941429	31746514.29	16525742.86	2238341.429	0.156751429	0.0443591	0.659922857	0.434356143
75	24	35.694	113.184	35.19	64.032	7	47.81	15	6	34	12	10	39	3	11.536	7.056	0.081247857	0.631453714	4.352464286	55.33931429	0.99992	2.82531	31055800	1126987.143	55732.24286	0.272876286	0.112487	0.796503714	0.505067714
76	19	20.646	62.496	34.758	135.072	4	29.51	11	11	21	12	10	46	2	18.32	13.072	0	0.010333829	3.551794286	4.551318571	0.718307571	4.547422857	31293657.14	4760775.714	67545.42857	0.989038286	0.814437429	1.216582857	0.682607857
77	13	18.306	125.28	33.498	131.04	9	25.01	7	9	32	14	13	28	4	16.752	6.32	0	0.012800286	3.533875714	4.53314	0.419062429	23.44514286	33934585.71	14333014.29	478073.2857	0.986419429	0.812850714	1.219535714	0.681319
78	16	34.794	71.52	30.906	90.336	3	25.37	14	11	41	13	9	41	6	7.6	6.672	0	0.010549814	3.569194286	4.568988571	0.99992	3.566277143	35018042.86	9619505.714	17980400	0.988826	0.813528714	1.213807143	0.683703429
79	9	22.482	69.024	20.502	117.216	8	38.63	10	12	48	15	9	19	3	18.256	14.448	0	0.028558529	3.492204286	4.491054286	0.251887857	27.49217143	35085342.86	13137628.57	8693038.571	0.969634571	0.801294857	1.226901429	0.678765714
80	22	18.162	53.472	22.05	60.576	12	36.71	7	7	41	6	6	34	3	18.64	12.528	0	0.0111023	3.502557143	4.501444286	0.404759714	16.44017143	25134228.57	8029.722857	18856771.43	0.988181571	0.816053571	1.224994286	0.679386143
81	14	33.858	76.32	21.474	111.264	6	30.05	15	5	15	8	13	37	4	12.272	9.2	0.107357714	0.650618	4.55943	54.50061429	0.962312857	2.776128571	31325042.86	2918165.714	762717.1429	0.277325	0.101177857	0.756441714	0.485816714
82	13	19.638	87.072	18.018	70.56	7	45.29	6	13	47	10	11	41	4	17.936	13.232	0	0.023179829	3.506187143	4.505032857	0.919554857	3.452971429	21368314.29	2302388.571	4509620	0.975382857	0.805100571	1.224148571	0.679637
83	23	32.706	77.664	23.202	93.984	11	37.37	10	8	48	8	11	26	6	14.096	17.712	0	0.010810457	3.527148571	4.526277143	0.844498857	2.844118571	28977957.14	3554834.286	4945587.143	0.988515714	0.815068571	1.22091	0.680873
84	15	20.898	68.256	29.79	129.696	5	35.99	15	12	36	5	13	22	5	7.76	12.848	0	0.015963986	3.50404	4.502951429	0.478695	23.71882857	33670457.14	17314728.57	3399895.714	0.983031857	0.811791286	1.224938571	0.67944
85	14	23.346	66.72	28.314	62.112	10	47.33	11	14	48	15	7	49	4	7.312	11.632	0	0.022493614	3.502508571	4.501298571	0.99992	2.777798571	32502228.57	4106371.429	18893628.57	0.976101429	0.805872143	1.224692857	0.679421286
86	8	28.998	138.336	29.286	79.776	4	26.69	12	8	26	12	14	35	6	11.024	11.376	0	0.022197514	3.563648571	4.563372857	0.99992	4.346337143	31970971.43	6758352.857	90455.7	0.976533857	0.803563571	1.214745714	0.683332714
87	17	26.298	135.648	26.514	91.68	11	43.13	9	15	46	6	14	18	7	16.56	13.2	0	0.016880343	3.485161429	4.483944286	0.315656143	33.16311429	29526957.14	17333057.14	7265.458571	0.982024714	0.812108	1.228321429	0.678290429
88	10	30.222	80.352	22.986	77.664	5	43.49	11	13	12	6	8	37	6	17.328	5.104	0.518608714	0.688159429	5.914067143	54.44234286	0.791901	4.745455714	27959385.71	6783484.286	565846	0.298158571	0.067943771	0.591991714	0.387421571
89	9	30.078	89.376	26.982	123.744	11	31.85	14	13	31	12	12	21	3	17.36	15.504	0	0.023546	3.51152	4.510531429	0.26376	24.47182857	35853471.43	18180285.71	535094.7143	0.975008429	0.804545143	1.223417143	0.679919714
90	17	23.994	105.312	32.418	140.832	10	37.61	9	11	18	8	9	43	5	9.456	19.984	0.307406429	0.741277857	5.303675714	76.35957143	0.997560857	2.753132857	29550657.14	6730178.571	529600.2857	0.216794	0.058561229	0.646066286	0.422817571
91	12	21.042	92.64	31.446	63.072	4	20.93	8	10	25	6	8	44	4	11.248	8.528	0	0.011604671	3.572477143	4.572501429	0.947967286	7.939678571	26390100	3915234.286	12586971.43	0.987723286	0.811960714	1.212872857	0.683818429
92	14	30.186	76.896	28.71	67.68	12	22.79	9	8	18	9	7	27	7	4.848	19.76	0	0.0108308	3.57874	4.578742857	0.99992	2.74291	34244342.86	9773160	9879771.429	0.988541	0.812315429	1.211764286	0.684234143
93	19	21.474	140.64	31.806	113.376	4	35.69	8	13	35	7	11	16	4	5.52	9.008	0	0.012498143	3.50156	4.500438571	0.492728143	29.47447143	32348971.43	18922528.57	401816	0.986698714	0.814982	1.225381429	0.679273
94	21	28.278	66.144	29.61	84.192	10	43.37	9	11	37	13	11	43	5	6.736	18.704	0	0.013741157	3.510668571	4.509525714	0.99992	2.761382857	31731585.71	6763318.571	10301614.29	0.985396143	0.813251429	1.223542857	0.679871143
95	14	31.77	131.04	20.862	139.488	10	47.57	11	13	26	14	14	27	5	15.472	10.832	0.371528	0.672603	5.478674286	51.96458571	0.406024857	23.01221429	34857885.71	18484457.14	2239177.143	0.299287	0.0760845	0.632603571	0.405949571
96	24	18.99	50.016	26.19	135.264	7	26.03	10	15	14	5	8	22	3	12.56	12.176	0	0.007216229	3.566305714	4.566058571	0.714999286	2.858111429	32049200	19026928.57	13769.75571	0.992332143	0.816575286	1.214268571	0.683523286
97	24	33.102	84.96	24.318	106.272	11	39.11	9	12	14	11	7	21	6	7.792	8.656	0.410876857	0.824637286	5.570621429	130.2918571	0.807380571	13.20128571	33841514.29	12145457.14	2236575.714	0.135612143	0.032742114	0.607954143	0.400519714
98	12	19.422	112.224	19.35	123.552	3	35.45	14	14	15	11	9	14	3	12.752	4.592	0.399937	0.722812143	5.56479	65.60607143	0.317126286	44.12428571	37534842.86	25759728.57	2237968.571	0.248863571	0.061414071	0.620156286	0.400792857
99	20	33.678	105.888	21.114	85.728	3	20.87	9	10	15	8	10	32	3	6.128	8.24	0	0.180068	3.584884286	28.71737143	0.99992	3.373917143	33040685.71	15827457.14	3921647.143	0.788163571	0.536784571	1.024342857	0.666798714
100	18	31.878	59.424	21.258	103.392	11	30.95	9	13	13	13	13	30	2	4.528	17.008	0.072520729	0.660055571	4.339902857	65.46982857	0.992304	4.719127143	35117057.14	21112785.71	2932325.714	0.246727286	0.107150857	0.804294143	0.517694143
101	22	19.818	142.752	30.402	143.904	2	22.73	11	9	49	8	6	39	6	19.056	15.184	0	0.006874267	3.54766	4.547157143	0.432423571	19.07668571	32796800	4837147.143	7392412.857	0.992683	0.817551	1.21707	0.682378429
102	17	26.91	108.384	26.118	100.896	9	45.59	6	6	40	5	5	31	6	12.688	15.44	0	0.017846557	3.481541429	4.480775714	0.379291	26.60148571	23721971.43	2042505.714	752130.4286	0.980996429	0.811330571	1.228631429	0.678159
103	19	35.298	68.64	30.33	141.216	10	29.21	7	9	41	6	11	29	3	18.544	5.584	0	0.010228786	3.55466	4.554245714	0.532691857	2.82198	28715914.29	10471428.57	5847638.571	0.989153286	0.814367	1.216251429	0.682700143
104	19	22.986	108.768	23.958	112.032	3	38.27	7	5	13	13	5	12	4	15.76	17.392	0.518454286	0.832356714	5.807717143	130.5008571	0.193393714	45.48198571	37069085.71	8598258.571	2236465.714	0.136591714	0.0305819	0.585446714	0.384427286
105	15	30.87	134.688	18.882	87.456	7	27.35	6	13	17	12	7	19	3	13.328	19.216	0.299213286	0.762357143	5.239792857	92.5033	0.546901286	10.42404286	32353085.71	13587700	2237142.857	0.181157286	0.049222257	0.646081143	0.425819429
106	12	29.178	133.536	28.458	111.648	5	36.83	14	7	22	12	12	34	5	17.84	14.544	0.315736	0.668406429	5.335044286	52.29368571	0.700344429	7.717891429	33094442.86	4340281.429	2044235.714	0.296574429	0.0800053	0.649125286	0.420469571
107	8	31.086	96.864	24.174	130.464	10	26.81	5	12	46	11	10	30	7	18.128	5.168	0	0.022297443	3.545052857	4.544505714	0.548867286	17.10891429	30184600	11964914.29	5027142.857	0.976397	0.804208857	1.218108571	0.681937714
108	16	33.246	81.312	34.146	68.256	5	37.43	14	13	49	13	11	47	3	19.856	8.208	0	0.015565057	3.511112857	4.510061429	0.677211571	9.24963	30115685.71	1620972.857	8355345.714	0.983469571	0.811664571	1.223525714	0.679908
109	18	18.126	79.584	33.174	81.504	10	40.61	10	12	49	5	13	15	7	4.464	16.528	0	0.015011143	3.500834286	4.499648571	0.636698857	17.02444286	30637600	16186742.86	8489901.429	0.984035143	0.812933429	1.225814286	0.679144714
110	12	23.022	50.784	25.506	139.872	4	42.29	7	12	27	9	13	29	4	18.736	17.072	0	0.023448171	3.489585714	4.48837	0.307501429	20.8724	29516428.57	12779814.29	258772.5714	0.975058571	0.805953429	1.227342857	0.678610714
111	16	29.754	118.944	18.45	88.8	11	35.75	10	7	23	7	10	35	3	13.712	7.152	0.187803429	0.681062857	4.876817143	60.09827143	0.904829286	2.934721429	27416228.57	1841170	44334.71429	0.258279429	0.081765414	0.704156714	0.455309857
112	12	25.506	61.92	29.934	108.384	11	23.27	11	9	19	9	8	18	5	19.664	8.176	0	0.0129021	3.578111429	4.578061429	0.506124714	2.760245714	34865371.43	12370014.29	818349.7143	0.98636	0.810697857	1.211974286	0.684234286
113	13	34.974	82.464	34.614	130.656	4	25.31	6	15	41	14	6	32	7	12.336	15.568	0	0.012953843	3.536427143	4.535765714	0.511028429	21.56144286	32224200	9546632.857	4712212.857	0.986262143	0.812619286	1.219052857	0.681529857
114	17	33.498	83.04	35.442	143.712	3	44.99	15	7	40	8	14	44	5	12.816	10.512	0	0.017608271	3.494632857	4.493422857	0.726380571	11.28557143	30828257.14	2465244.286	55406.35714	0.981271429	0.810844714	1.226462857	0.678902714
115	22	28.386	133.92	19.746	114.72	7	25.43	12	7	20	11	15	19	2	18.288	12.688	0.072315429	0.656949857	4.239255714	94.94171429	0.283689286	21.68225714	35618528.57	18860600	2237297.143	0.230939	0.121549286	0.828818571	0.537033857
116	21	24.21	48.864	25.866	58.08	2	45.65	10	8	29	5	14	16	4	8.144	8.112	0	0.014463557	3.485571429	4.484331429	0.709828714	16.47141429	27625414.29	7538434.286	1945274.286	0.984592571	0.814108857	1.22793	0.678406571
117	12	21.906	127.968	27.954	48.288	10	37.91	13	12	13	6	12	16	3	11.44	6	0.573866857	0.784452429	5.975248571	91.45914286	0.899905429	2.757477143	32074157.14	15404057.14	1120327.143	0.192808	0.042561686	0.576546286	0.384927857
118	15	33.75	73.44	30.15	107.232	11	49.91	7	8	37	13	6	40	3	18.032	17.104	0	0.022138614	3.476562857	4.475351429	0.332015714	18.34195714	30027385.71	562360.5714	2161097.143	0.976415	0.807772571	1.229372857	0.677894286
119	23	25.794	67.68	29.178	98.592	9	24.17	13	11	42	7	5	14	2	13.68	16.592	0	0.006991921	3.574284286	4.574112857	0.682811429	4.025564286	35709757.14	13638457.14	16468985.71	0.992574429	0.816175857	1.212722857	0.684007143
120	12	32.418	97.632	31.266	140.256	4	32.45	9	7	45	14	6	21	6	17.808	18.864	0	0.0179921	3.507208571	4.506158571	0.229206286	38.09581429	35577214.29	3821720	4225734.286	0.980891	0.809689857	1.224147143	0.679669143
121	23	20.682	121.44	30.294	127.776	8	21.83	14	6	42	8	5	50	6	16.816	4.016	0	0.006315039	3.539044286	4.538375714	0.447609714	33.2871	34323114.29	455993.2857	14323228.57	0.993271143	0.818006857	1.218304286	0.681667143
122	17	32.562	65.952	25.182	115.296	11	49.19	7	7	28	12	13	43	4	13.488	7.28	0	0.019252114	3.49711	4.495847143	0.929992143	4.652598571	25799442.86	173405.5714	781263	0.979533571	0.809082857	1.225704286	0.679083429
123	10	18.918	69.6	27.486	95.904	11	21.17	14	7	26	5	6	23	6	8.304	4.464	0	0.014085343	3.583888571	4.584135714	0.885068714	2.769262857	33490271.43	4403387.143	6589594.286	0.985127	0.809087143	1.210725714	0.684568429
124	21	32.166	141.984	20.322	73.248	8	44.27	10	14	14	12	12	40	6	15.664	11.76	0.661659571	0.871025286	5.995084286	181.6064286	0.99992	2.747631429	29693442.86	10251914.29	285715.8571	0.102397	0.022125771	0.566432429	0.383825143
125	19	32.922	106.656	18.99	139.296	10	44.33	10	14	43	10	13	20	5	5.424	8.4	0	0.015523843	3.486058571	4.484821429	0.5475	27.17354286	33300557.14	17761542.86	77181.41429	0.983466	0.813286143	1.228222857	0.678319143
126	16	27.486	75.552	35.334	99.552	10	47.15	15	5	16	14	11	39	4	14.64	16.656	0.369156571	0.713989143	5.521902857	62.13748571	0.945083857	3.263798571	32461214.29	50260.68571	1812724.286	0.262354143	0.0666432	0.628351571	0.408133571
127	12	20.286	137.952	22.482	49.824	8	22.13	13	11	12	8	9	46	4	14.448	4.144	0.360968143	0.780788857	5.486027143	102.1875714	0.99992	2.941638571	30020757.14	5635034.286	8501147.143	0.169166286	0.043009186	0.618747	0.414481714
128	8	23.274	129.312	30.186	117.024	2	29.57	9	6	24	9	14	44	3	15.184	4.048	0.004638013	0.281247857	3.672822857	14.71321429	0.810457	8.020705714	28795342.86	3956011.429	597427.7143	0.676576857	0.447304429	1.02396	0.633735143
129	11	32.13	60.192	35.514	96.48	4	27.95	6	9	47	7	8	24	4	17.648	13.68	0	0.016905714	3.558341429	4.557997143	0.648421286	3.671958571	28596100	6260877.143	14088171.43	0.982117	0.808310571	1.215511429	0.682978429
130	14	32.202	51.552	21.186	49.632	6	44.69	6	10	38	15	8	31	5	19.408	17.296	0	0.021239014	3.490185714	4.488971429	0.493064857	13.34071429	28176900	119066.8571	9597430	0.977406286	0.807839143	1.227148571	0.678665714
131	18	18.738	112.8	20.79	134.88	6	31.97	13	13	27	9	13	40	4	18.064	7.696	0	0.011817286	3.544694286	4.544117143	0.737159	3.046115714	30651542.86	11247185.71	281393.5714	0.987466143	0.813538	1.218024286	0.682070286
132	24	30.33	137.376	23.742	84	11	47.63	9	11	44	6	10	42	5	13.744	6.608	0	0.014318186	3.502311429	4.657702857	0.925428714	2.786084286	22334471.43	827738.5714	10020.61143	0.984953571	0.806555857	1.21723	0.677964143
133	11	35.946	54.816	35.226	68.832	3	24.11	10	8	39	12	7	29	5	18.416	8.432	0	0.014583229	3.54078	4.540117143	0.473000286	20.14547143	32807328.57	1315401.429	15711071.43	0.984548286	0.810968	1.218245714	0.681845143
134	20	23.094	54.048	24.03	56.544	5	28.01	10	14	36	10	12	27	6	14.544	7.984	0	0.009318117	3.558795714	4.558462857	0.920909571	3.287614286	28839357.14	9365630	11020757.14	0.990115571	0.814989714	1.215538571	0.682986
135	22	30.618	102.048	21.87	79.2	4	25.73	14	13	30	8	7	22	3	5.04	11.536	0	0.007781519	3.567554286	4.567298571	0.99992	2.819828571	35114714.29	15561114.29	6310902.857	0.991738	0.816019429	1.214067143	0.683599429
136	15	23.598	106.272	20.214	66.528	4	23.33	9	11	48	13	14	14	4	6.928	18.512	0	0.0103483	3.560942857	4.560615714	0.774891857	9.082775714	34442185.71	19683071.43	13781342.86	0.989035	0.813825714	1.215114286	0.683039286
137	11	21.006	97.44	24.714	105.888	9	46.43	11	14	43	13	7	32	5	18.16	12.944	0	0.028083929	3.502968571	4.501794286	0.726073714	3.35142	31065957.14	3527525.714	351015.5714	0.970172857	0.800852857	1.22444	0.679511143
138	20	31.986	49.056	24.57	49.44	5	39.65	6	9	13	7	6	16	3	11.216	7.024	0.175614	0.717384857	4.839898571	69.33918571	0.784997429	2.908771429	27385357.14	2438892.857	100513.6143	0.232486571	0.074720414	0.710024429	0.458389714
139	15	30.978	114.72	20.25	71.712	4	37.97	9	8	18	10	6	27	5	17.616	9.488	0.386466	0.748343571	5.523514286	76.36112857	0.494869	19.15085714	31542528.57	1882190	93764.64286	0.218665857	0.054376329	0.621004571	0.404196714
140	9	23.778	132.192	26.622	75.168	3	21.95	7	11	32	10	13	46	2	6.832	4.24	0	0.0162269	3.581378571	4.58154	0.99992	2.854461429	32274542.86	18025600	16819971.43	0.982871857	0.807372286	1.2112	0.684402857
141	21	28.134	136.032	20.61	137.952	4	45.89	8	6	35	7	13	31	5	13.648	11.664	0.135352143	0.649944143	4.595534286	55.17367143	0.546892571	16.49117143	27935228.57	5394147.143	2171808.571	0.268537714	0.092539	0.741226714	0.469828429
142	18	23.922	63.648	29.538	89.568	10	38.09	9	8	24	11	13	48	6	14.48	11.248	0	0.014079614	3.524905714	4.523985714	0.999123571	2.766611429	26346171.43	663143.2857	599757.5714	0.98506	0.812277286	1.221261429	0.680727571
143	9	19.854	78.624	19.566	116.832	6	31.07	8	7	29	15	12	15	4	4.752	19.44	0	0.022969357	3.518184286	4.517274286	0.415767714	20.33888571	35936757.14	16355300	2148118.571	0.975626286	0.804936286	1.222637143	0.680272
144	22	18.018	68.448	27.846	106.464	9	35.27	7	13	28	6	15	50	4	14.416	18.416	0	0.010666714	3.533972857	4.533167143	0.971861429	3.340658571	20698900	7845557.143	1462455.714	0.988675714	0.814806143	1.219648571	0.681320571
145	9	25.614	98.016	32.382	116.064	11	33.29	11	12	17	14	10	17	3	9.776	10.736	0.223167857	0.568026857	5.035507143	34.19465714	0.368579571	26.85575714	36773300	19415757.14	2236052.857	0.405045857	0.124416	0.701467286	0.443715571
146	9	24.318	97.056	21.366	56.736	6	21.53	13	12	48	11	13	25	2	4.496	17.36	0	0.015916414	3.582722857	4.582824286	0.990999143	4.74807	36542414.29	24348557.14	29067157.14	0.983204286	0.807431714	1.210845714	0.684458429
147	24	21.762	76.128	26.082	140.064	8	26.87	7	14	27	9	10	43	6	12.624	6.64	0	0.007449104	3.562981429	4.562704286	0.895891714	2.765857143	27810371.43	10293371.43	783186.8571	0.992085143	0.816537	1.214878571	0.683293429
148	19	21.726	125.664	28.062	134.112	12	22.01	13	13	44	6	15	39	6	8.24	9.904	0	0.007707486	3.580978571	4.581128571	0.99992	2.755617143	32199271.43	19008571.43	7284178.571	0.991831143	0.814822429	1.211275714	0.684365429
149	14	21.582	121.632	18.522	50.592	6	28.19	13	10	14	7	5	31	4	5.648	17.776	0.353568857	0.769472286	5.467917143	91.99821429	0.99992	2.743574286	35095214.29	12511571.43	11193614.29	0.186022429	0.047691571	0.623729143	0.414824571
150	15	24.966	122.208	27.558	93.408	9	27.59	10	5	28	9	15	24	3	7.472	18.16	0	0.0122379	3.560388571	4.560055714	0.99992	3.652288571	31945242.86	9629435.714	17447.61429	0.987040857	0.812335857	1.215201429	0.683107571
151	20	31.446	78.048	29.862	81.312	5	33.17	15	6	15	10	10	16	4	7.248	14.512	0.197148857	0.746626	4.865907143	86.88941429	0.652928	13.34277143	35629171.43	7558404.286	2236595.714	0.188713571	0.058577614	0.696403	0.451656429
152	9	20.862	55.584	21.51	104.16	11	21.65	11	10	25	8	9	25	6	7.44	13.776	0	0.016005143	3.581885714	4.582048571	0.99992	2.749368571	32849242.86	12337300	6039382.857	0.983107286	0.807461	1.211064286	0.684415571
153	20	27.738	119.136	33.822	65.376	5	46.37	7	15	48	13	10	18	6	5.232	9.072	0	0.015426214	3.504227143	4.503031429	0.99992	2.786351429	31393957.14	10407242.86	395975	0.983602714	0.812046	1.22447	0.679515286
154	19	24.894	140.448	34.794	101.088	5	48.29	14	14	45	14	8	25	5	15.312	18.192	0	0.017010614	3.479451429	4.491882857	0.339939286	22.57208571	33956785.71	6109264.286	1241024.286	0.981917857	0.81161	1.22835	0.677885714
155	16	23.454	65.568	33.066	99.168	11	36.23	13	14	19	12	7	18	7	9.584	6.032	0	0.015066114	3.498838571	4.497714286	0.487549143	40.72792857	35304328.57	12490971.43	674099.4286	0.983974857	0.812852857	1.225902857	0.679074429
156	17	19.17	61.344	26.478	101.856	7	34.49	8	15	33	9	12	44	7	13.904	17.264	0	0.0134988	3.535985714	4.535238571	0.961905429	3.023048571	25765885.71	8157198.571	3311984.286	0.985686857	0.812249429	1.219344286	0.681449714
157	13	21.87	131.616	23.346	92.256	4	29.09	9	9	24	11	12	48	3	15.152	12.368	0	0.048463057	3.555642857	6.720298571	0.891855571	5.234022857	26960871.43	2012540	2859.537	0.949595429	0.727107571	1.148874286	0.668744857
158	10	30.15	91.488	31.554	51.552	2	45.77	14	8	47	11	12	18	5	12.016	16.144	0	0.030453371	3.48595	4.484718571	0.510192286	16.2268	32390985.71	3041534.286	2412924.286	0.967595714	0.799928429	1.227862857	0.678427857
159	15	22.41	127.584	22.23	94.56	4	31.67	10	13	16	6	9	39	5	12.88	9.36	0.372744714	0.768940714	5.5171	90.54205714	0.959860857	4.768737143	27696457.14	9118008.571	61010.87143	0.188835	0.047484971	0.618506	0.410085714
160	22	27.702	127.392	35.622	85.344	5	24.35	6	7	42	10	7	12	2	10.32	15.952	0	0.00736422	3.53091	4.530152857	0.269188286	27.61981429	34526114.29	10351742.86	6736140	0.992158429	0.817682571	1.21981	0.681195857
161	12	33.966	63.072	28.854	54.624	12	44.81	13	14	19	8	9	39	7	5.712	18.544	0.121367429	0.505198143	4.683107143	27.31102857	0.99992	2.7602	32507942.86	10314657.14	8455614.286	0.469741571	0.169977	0.766657	0.476691857
162	14	30.798	66.912	28.602	90.144	10	30.71	9	14	40	11	9	41	5	11.824	9.104	0	0.0145949	3.549667143	4.54918	0.99992	2.764697143	29003900	5512854.286	7703197.143	0.984542143	0.810877	1.217191429	0.682391429
