Simulation;const ed num Emergency Room;const mipw time Treatment LOS[mbed2];const mipw time Treatment LOS[mbed3];const sipw time Treatment LOS[mbed2];const sipw time Treatment LOS[mbed3];const surg num PostOp Beds;edMeanValue ppd;init L MEDBED AVAIL[mbed1];init L MEDBED AVAIL[mbed2];init L MEDBED AVAIL[mbed3];init L SURGBED AVAIL[mbed1];init L SURGBED AVAIL[mbed2];init L SURGBED AVAIL[mbed3];init L SURGERY OR AVAIL;isuMeanValue ppd;osuMeanValue ppd;f1pcntEDLWBS;f2pcntEDRMBLKD;f3timeEDdischarge;f4timeEDadmission;f5pcntSUcompletion;f6timeSUcompletion;f7numICUoccupy;f8numPCUoccupy;f9numACUoccupy;yOEE1avail;yOEE1c;yOEE1perf;yOEE1qual
202;21;27.594;84.192;28.782;126.432;7;30.89;11;11;28;15;9;48;4;18.96;10.704;0;0.009786899;3.546.982.857;4.546.468.571;0.808676714;3.893.732.857;31220671.43;1954940;6.902.355.714;0.989612143;0.815142429;1.217.364.286;0.682316286
203;21;19.458;90.144;34.434;98.016;3;44.57;12;10;39;10;6;32;6;10.64;17.168;0;0.014121371;3.485.351.429;4.484.151.429;0.455372143;2.185.958.571;31787128.57;8.885.398.571;1.936.097.143;0.984955429;0.814423714;1.227.951.429;0.678403286
204;13;31.374;126.24;19.71;116.256;6;35.87;15;5;20;14;6;43;4;11.92;6.096;0.336573571;0.70623;5.388.087.143;6.224.001.429;0.782585429;1.241.417.143;34593628.57;2.942.591.429;3.366.498.571;0.258186714;0.067774071;0.639224143;0.415293
205;14;34.074;126.816;29.502;70.752;6;29.63;15;10;14;8;14;35;6;5.136;10.224;0.446745286;0.796377714;5.722.138.571;1.051.552.857;0.99992;2.748.451.429;36564842.86;23562371.43;10415900;0.167654143;0.039540857;0.596487429;0.398464571
206;22;20.934;93.216;22.158;103.968;8;48.65;14;5;36;14;10;42;3;7.92;17.68;0;0.028111914;3.500.078.571;553.535;0.99992;3.676.395.714;32716314.29;2.971.665.714;1.276.665.714;0.974229857;0.776529286;119.593;0.669434143
207;15;26.154;76.704;33.426;114.528;4;45.41;11;14;39;8;14;13;3;14.832;4.784;0;0.020142486;3.468.552.857;4.467.342.857;0.205082714;6.336.692.857;34246257.14;20999728.57;1.997.681.429;0.978521143;0.810247429;1.231.241.429;0.677352429
208;17;22.59;135.84;22.302;140.448;3;36.11;14;11;24;14;15;30;6;11.504;18.128;0.219559714;0.702960714;4.946.364.286;6.723.935.714;0.482418571;1.820.244.286;35258200;17073571.43;2.033.277.143;0.233871857;0.070831657;0.689301714;0.444866857
209;19;34.866;117.792;27.126;88.608;7;39.59;6;12;34;14;9;21;3;18.8;7.376;0;0.013866157;3.494.852.857;4.494.091.429;0.393092571;1.942.364.286;31787600;7.613.528.571;988609;0.985241857;0.814077286;1.226.377.143;0.678910143
210;23;26.946;125.472;24.966;54.432;9;39.29;8;11;25;9;9;25;6;6.256;15.28;0.221202714;0.739473429;4.937.914.286;8.621.311.429;0.99992;2.758.968.571;31357900;10571842.86;9.195.868.571;0.188326857;0.056584257;0.683511857;0.445334714
211;16;20.79;142.368;32.67;54.24;8;25.97;5;11;43;11;8;49;6;19.152;12.144;0;0.010799343;3.541.097.143;4.540.488.571;0.574664143;1.403.991.429;26821285.71;2.505.462.857;13990300;0.988540714;0.814335571;1.218.327.143;0.681831429
212;19;18.45;98.976;29.07;102.048;11;30.65;10;14;26;10;10;22;4;13.232;15.6;0;0.010733114;3.521.315.714;4.520.402.857;0.437483143;1.667.497.143;32927914.29;15096314.29;2.639.388.757;0.98859;0.815454571;1.221.952.857;0.680486143
213;17;29.286;120.096;21.654;126.816;5;34.43;13;7;39;14;7;32;2;15.856;6.928;0;0.013475357;3.510.207.143;4.509.182.857;0.527533143;1.444.471.429;33358728.57;1.763.477.143;4.779.318.571;0.985681429;0.813463857;1.223.571.429;0.679858571
214;23;32.958;88.8;23.598;115.488;4;28.07;7;10;37;7;9;18;3;19.344;14.832;0;0.00812008;3.558.128.571;455.777;0.591312714;292.935;31511128.57;13988728.57;4676540;0.991378857;0.816013;1.215.592.857;0.682938714
215;22;33.03;124.32;19.422;84.768;4;46.49;10;14;49;5;9;35;4;8.592;17.808;0;0.014060129;3.503.181.429;4.501.987.143;0.981031429;471.122;25241700;5.712.984.286;1.151.248.571;0.985048;0.813325429;1.224.687.143;0.679447429
216;10;31.554;89.184;31.482;137.76;10;24.77;6;10;20;14;8;50;6;10.384;4.496;0;0.0164805;3.572;4.571.817.143;0.99992;2.770.524.286;30776985.71;3.458.932.857;3.610.227.143;0.982583571;0.808137857;1.213.291.429;0.683865714
217;11;20.178;119.712;28.026;91.296;9;27.17;8;12;35;7;6;18;5;10.736;5.616;0;0.016433929;3.562.028.571;4.561.731.429;0.722967286;277.371;31206900;10791257.14;2.059.577.143;0.982618286;0.808683857;1.215.022.857;0.683226
218;12;28.026;139.296;21.33;142.368;11;26.09;13;6;15;7;10;50;4;16.4;18.256;0.361344429;0.757472;5.494.645.714;8.547.524.286;0.886343857;3.229.845.714;30520557.14;2.833.527.143;4.588.052.857;0.198632143;0.050569586;0.621734143;0.413549
219;20;33.066;97.824;19.782;52.512;9;28.73;10;12;33;11;10;18;3;17.552;14.672;0;0.009557649;3.556.292.857;4.555.902.857;0.766319714;3.374.074.286;30921371.43;8.471.487.143;2.217.471.429;0.989864571;0.814814714;1.215.891.429;0.682808857
220;12;19.962;85.92;25.29;62.88;8;32.69;13;14;44;8;8;20;4;5.264;6.864;0;0.018125014;354.204;4.541.412.857;0.99992;2.777.227.143;33684057.14;14289885.71;13346642.86;0.980804571;0.808099714;1.218.477.143;0.681883857
221;23;33.138;69.984;35.154;126.24;6;28.55;12;6;14;13;12;38;6;8.656;10.128;0.034758443;0.601691714;4.005.235.714;7.826.435.714;0.99992;2.761.797.143;33700414.29;4.529.105.714;3.629.842.857;0.298029571;0.174071714;0.890125857;0.580148143
222;19;33.282;81.888;29.142;135.648;7;48.11;14;9;26;13;9;17;7;11.568;5.52;0.083771171;0.596891;4.364.351.429;4.224.244.286;0.279474286;7.282.032.857;36274442.86;9.089.538.571;2.236.347.143;0.333290143;0.129495286;0.792746429;0.493488286
223;10;21.258;63.264;18.774;120.288;12;32.81;5;5;39;15;9;16;4;4.432;7.792;0;0.021830114;352.159;4.520.747.143;0.694806143;1.742.835.714;34686385.71;7.709.528.571;8.951.725.714;0.976839714;0.805886429;1.222.471.429;0.680333571
224;21;18.594;89.952;18.378;79.008;12;25.19;7;7;44;9;13;40;5;11.952;8.048;0;0.007980947;3.569.897.143;4.569.687.143;0.99992;2.760.878.571;26862042.86;6.135.727.143;14336871.43;0.991530857;0.815690714;1.213.637.143;0.683741143
225;22;24.75;81.696;32.562;58.656;5;47.27;9;12;32;13;13;13;6;10.512;9.424;0;0.0142961;3.476.281.429;4.475.047.143;0.417805286;3.549.912.857;33084771.43;12394057.14;22922.1;0.984755429;0.814857286;1.229.715.714;0.677817143
226;23;34.398;67.872;25.83;136.608;4;47.45;13;14;50;7;13;49;2;7.728;7.184;0;0.013726571;3.502.577.143;4.501.348.571;0.99992;3.253.204.286;29535957.14;9.164.731.429;6.037.975.714;0.985399;0.813600286;1.224.641.429;0.679438857
227;17;26.658;126.624;25.326;126.048;6;32.27;14;8;29;11;13;33;5;9.328;7.408;0;0.0126299;3.533.828.571;4.533.121.429;0.913157857;8.687.967.143;33107342.86;7.365.564.286;1.049.672.857;0.986597714;0.813384571;1.220.107.143;0.681264143
228;16;25.002;99.168;33.03;70.944;7;23.39;5;5;22;12;10;26;2;17.872;5.072;0;0.00972644;3.577.832.857;4.577.811.429;0.701157;3.722.628.571;28787900;6.873.054.286;2.130.644.286;0.989701143;0.813584857;1.212.078.571;0.684241714
229;11;26.694;92.256;24.678;65.184;2;26.99;7;14;32;6;11;38;4;14.32;19.184;0;0.016325114;3.537.735.714;45.371;0.564272286;1.058.344.286;24919700;11005371.43;9.148.567.143;0.982697143;0.810061714;1.219.155.714;0.681742857
230;16;19.206;124.704;27.378;79.392;11;31.61;9;9;18;10;12;49;4;11.312;4.4;0.260871286;0.735320143;5.128.852.857;78.927;0.99992;2.771.882.857;29784757.14;7.020.348.571;3.773.881.429;0.207187;0.059239986;0.663883857;0.435596429
231;18;19.71;55.968;29.214;122.016;11;39.77;12;14;18;13;6;30;2;19.536;18.736;0;0.014708114;3.516.972.857;4.517.135.714;0.631061143;5.058.108.571;33271814.29;6.061.027.143;5.563.691.429;0.984388143;0.812018571;1.222.271.429;0.680332714
232;10;35.442;103.2;34.29;127.008;7;27.77;11;8;23;8;7;39;2;4.4;9.296;0;0.018476543;3.559.602.857;4.559.265.714;0.99992;2.956.907.143;34229814.29;7.220.355.714;3.983.715.714;0.980461143;0.806939286;1.215.405.714;0.683043
233;15;28.818;78.816;23.418;104.352;4;35.93;13;12;42;7;11;36;7;17.008;4.72;0;0.015937257;3.531.782.857;4.530.992.857;0.714071857;3.777.175.714;29484714.29;6.904.272.857;4.180.208.571;0.983106714;0.810348714;1.220.111.429;0.681182571
234;16;22.014;82.08;30.114;100.704;9;41.99;7;5;36;13;8;42;5;15.6;7.92;0;0.017727714;3.497.572.857;4.527.118.571;0.685326714;1.265.034.286;28209142.86;4345690;1.135.502.857;0.981258429;0.809279429;1.224.857.143;0.678550714
235;11;34.434;99.936;35.082;77.856;9;25.25;12;10;48;10;13;37;4;12.528;15.536;0;0.015272729;3.569.841.429;4.569.642.857;0.99992;296.974;30348171.43;5.574.155.714;8.970.872.857;0.983852857;0.809331;1.213.652.857;0.683750714
236;17;19.494;130.656;18.738;116.448;7;24.29;12;8;42;7;7;27;4;7.088;15.76;0;0.009506554;3.573.808.571;4.573.634.286;0.99992;2.748.914.286;32717700;6.648.681.429;5.731.692.857;0.989928571;0.814007857;1.212.848.571;0.683959
237;8;27.162;56.928;28.998;123.168;4;28.79;5;8;35;8;6;42;3;12.144;12.112;0;0.0239442;3.528.032.857;4.527.218.571;0.558379429;143.299;26938771.43;9.635.404.286;9.101.027.143;0.974624;0.803412571;1.220.555.714;0.680994286
238;14;30.51;108.192;25.362;87.072;10;31.01;12;14;30;11;8;22;3;8.944;15.088;0;0.014737557;353.347;4.532.747.143;0.746929857;820.743;33038171.43;9.919.522.857;3.396.527.714;0.984372143;0.811522429;1.220.147.143;0.681233
239;17;22.878;134.112;22.41;91.872;11;33.71;14;12;23;10;11;46;4;6.864;16.944;0.191434857;0.698659714;486.177;6.880.081.429;0.99992;2.759.427.143;34395842.86;15063914.29;5.475.368.571;0.228276143;0.071857757;0.700225;0.454720571
240;12;26.622;57.888;22.518;93.792;3;32.93;7;9;41;9;15;49;4;7.536;4.944;0;0.018258114;3.541.215.714;4.540.582.857;0.99992;3.190.792.857;29227000;12500385.71;20002871.43;0.980662286;0.808006429;1.218.608.571;0.681824857
241;18;24.93;78.24;31.914;70.368;11;23.03;8;11;16;11;12;24;6;18.896;8.752;0;0.008512663;3.579.104.286;4.579.131.429;0.723330714;27.581;30191900;9076180;114595.5;0.99098;0.814492;121.181;0.684302857
242;13;34.578;93.024;35.982;109.92;2;26.33;8;9;17;12;12;38;4;4.592;4.368;0.005015996;0.399949429;367.352;3.280.891.429;0.99992;3.357.915.714;34762800;15725814.29;4.164.498.571;0.530959;0.349789429;0.993100857;0.642497571
243;10;32.742;129.504;21.582;138.912;6;43.25;12;11;40;8;11;40;4;7.888;5.552;0;0.028776514;3.510.981.429;450.985;0.99992;2.791.544.286;29991428.57;6.129.792.857;207292;0.969457714;0.799988;122.351;0.679886143
244;23;19.314;93.408;31.842;131.808;2;20.27;7;15;27;9;11;27;3;5.008;16.112;0;0.005863693;3.575.554.286;457.556;0.866787;7.527.517.143;33608785.71;23915357.14;5.785.012.857;0.993763714;0.816855714;1.212.265.714;0.684068429
245;18;22.698;71.712;21.006;122.208;4;46.73;15;11;35;8;14;32;6;13.2;15.696;0;0.017273214;3.487.455.714;4.486.202.857;0.562288429;1.482.714.286;31175100;8.803.481.429;1.351.458.571;0.981615286;0.811505;1.227.654.286;0.678476286
246;18;22.914;107.808;35.766;74.208;9;42.89;5;6;24;13;9;48;5;4.016;17.584;0.200285143;0.677911857;4.914.955.714;5.729.424.286;0.99992;275.826;33106057.14;5.369.584.286;10697342.86;0.269747;0.084169814;0.700542429;0.450825429
247;18;31.914;106.08;32.958;115.68;9;34.67;5;13;39;7;10;49;6;18.384;14.384;0;0.012815343;3.535.298.571;4.534.577.143;0.801692;2.945.614.286;21150757.14;4.416.354.286;1.466.067.143;0.986405857;0.812911143;1.219.441.429;0.681441857
248;20;25.074;87.456;25.398;60.384;5;36.89;13;12;27;14;7;42;5;8.4;4.176;0;0.012272371;3.528.947.143;4.528.105.714;0.99992;2.791.518.571;33357900;4.020.277.143;7775870;0.986972571;0.813726286;122.064;0.680988714
249;20;22.05;54.24;30.69;63.84;5;26.45;14;6;40;8;12;28;7;6.512;18.832;0;0.008799153;356.426;4.563.985.714;0.99992;3.265.381.429;34042528.57;9135280;23155642.86;0.990666143;0.815261286;1.214.624.286;0.683374143
250;15;28.71;117.984;27.702;66.144;3;33.77;11;7;50;10;10;12;7;9.808;16.272;0;0.014979343;350.702;4.505.961.429;0.361457714;33.576;34455471.43;8.841.525.714;5.686.642.857;0.984083857;0.812337714;1.224.137.143;0.679673
251;10;27.954;90.528;32.922;60.192;3;48.59;13;8;16;13;9;34;3;11.184;5.936;0.472293714;0.623659143;5.800.002.857;4.171.445.714;0.998753857;6.561.942.857;32656357.14;1418480;8.886.702.857;0.362620143;0.085754471;0.608582714;0.391154857
252;14;33.786;84.576;25.002;104.736;10;36.77;10;9;31;12;12;36;5;5.392;12.304;0;0.017474757;3.529.207.143;4.528.351.429;0.99992;2.766.758.571;33440342.86;10256600;4637830;0.981476429;0.809116714;1.220.572.857;0.681004286
253;20;34.614;53.856;18.63;53.28;5;38.15;11;10;16;6;6;25;6;19.824;19.568;0.010870263;0.479821143;3.718.464.286;412.117;0.646082571;8.181.117.143;28462800;1.220.678.571;6.886.897.143;0.441697143;0.278942;0.966877571;0.621079571
254;10;33.21;79.2;29.466;127.968;7;26.51;7;8;40;12;5;46;4;8.88;14.896;0;0.017638257;3.536.817.143;4.536.148.571;0.608225857;1.409.551.429;32585171.43;1377970;13147557.14;0.981317429;0.808549;1.219.125.714;0.681527571
255;13;30.114;67.296;34.11;117.6;12;33.47;10;13;46;6;11;40;6;8.688;19.12;0;0.017130029;353.925;4.538.565.714;0.99992;275.286;28180185.71;9.012.317.143;7.823.967.143;0.981854429;0.808992857;1.218.862.857;0.681677857
256;24;29.502;64.608;21.978;134.496;9;39.47;5;13;16;15;12;38;3;5.296;12.08;0.157929571;0.730023857;4.722.518.571;8.184.218.571;0.99992;2.769.614.286;33203128.57;16678128.57;1.217.215.714;0.197441714;0.065068629;0.718252429;0.464065571
257;20;33.714;127.008;27.234;94.176;7;42.17;6;7;32;14;11;23;3;8.848;10.992;0.108433714;0.640414143;449.268;547.015;0.720690143;1.052.392.857;31586542.86;3.976.625.714;2236470;0.270131143;0.099215986;0.762934571;0.483573857
258;12;19.098;80.544;31.626;105.696;8;32.03;8;11;34;10;14;15;2;4.08;12.464;0;0.0177592;3.518.441.429;4.517.495.714;0.573165143;1.534.188.571;34248400;21264828.57;4.148.402.857;0.981150429;0.809609143;1.222.841.429;0.680214571
259;24;24.102;54.624;18.234;136.8;9;31.37;12;6;38;12;11;24;3;13.456;7.504;0;0.008696637;3.514.952.857;4.513.997.143;0.434823143;213.539;34794357.14;8.920.042.857;6.881.437.143;0.990737143;0.817494286;1.222.888.571;0.680116286
260;9;18.486;79.968;34.65;93.6;4;49.49;14;12;24;15;10;20;5;17.776;14.768;0.082704371;0.267550286;4.471.212.857;1.196.132.857;0.287824143;2.986.732.857;35151685.71;9.474.598.571;2.235.378.571;0.723847571;0.305816571;0.855010571;0.496347143
261;14;32.634;123.936;32.058;78.24;10;21.35;12;8;35;6;7;28;5;13.52;11.504;0;0.0101464;3.583.084.286;4.583.321.429;0.823509143;2.825.322.857;31278357.14;2.917.898.571;5.706.511.429;0.989266714;0.812566429;1.210.868.571;0.684517429
262;15;27.198;59.04;27.99;141.024;7;47.21;12;11;20;12;6;46;4;5.808;13.456;0.044536571;0.496990286;4.142.164.286;2.840.785.714;0.99992;2.773.767.143;32924428.57;2.038.041.429;5.538.525.714;0.444863857;0.205652429;0.862366;0.534190143
263;14;24.066;136.608;20.97;50.016;6;47.93;12;8;38;13;12;18;3;4.88;6.512;0.0826956;0.486610857;4.402.811.429;271.492;0.99992;2.796.871.429;33936685.71;7.990.787.143;8.486.684.286;0.453261429;0.180531571;0.803730429;0.497470857
264;10;22.842;71.136;25.902;75.36;9;45.35;13;12;39;12;6;20;2;16.464;4.752;0;0.030173771;3.505.575.714;4.504.431.429;0.606167429;337.053;32725928.57;2.484.505.714;2.168.632.857;0.967961429;0.798955429;1.224.207.143;0.679621714
265;14;27.846;77.472;27.306;142.752;7;22.67;12;9;30;7;8;33;6;19.44;11.184;0;0.010773743;3.579.158.571;457.919;0.622513429;3.112.891.429;32885814.29;8.465.805.714;3.858.755.714;0.988602714;0.812354429;1.211.591.429;0.684322143
266;17;23.238;64.8;35.586;81.696;5;27.65;10;9;19;9;8;35;5;12.368;9.136;0;0.010821629;3.543.848.571;4.543.284.286;0.841441429;1.004.339;29458042.86;1110560;9.729.771.429;0.988519143;0.814259857;1.217.994.286;0.681986714
267;23;19.134;123.744;33.93;78.432;3;30.53;9;7;29;6;10;16;4;5.616;16.816;0;0.008831714;3.531.551.429;4.530.822.857;0.736325;112.752;31114614.29;8.368.735.714;9.594.277.143;0.990607286;0.816825143;1.220.335.714;0.681189714
268;12;20.25;50.208;33.354;57.888;8;40.07;14;12;35;8;11;39;3;17.264;16.368;0;0.0222171;3.518.911.429;451.791;0.871811857;3.977.871.429;27498242.86;1.483.327.143;7.805.034.286;0.976431571;0.805374571;1.222.124.286;0.680397571
269;13;18.234;140.064;31.014;136.416;9;22.19;7;13;25;7;14;46;6;9.744;14.736;0;0.011356871;3.580.365.714;4.580.471.429;0.99992;274.932;27489557.14;15434428.57;4.881.688.571;0.987991571;0.811677571;121.141;0.684322
270;13;24.606;59.808;24.066;61.152;8;40.25;10;14;44;9;14;44;6;9.104;6.256;0;0.020600171;3.518.195.714;4.517.194.286;0.99992;2.783.658.571;28966185.71;11447014.29;18832857.14;0.978147429;0.806881286;1.222.387.143;0.680319857
271;13;19.566;75.36;34.83;76.896;7;21.59;12;10;17;10;13;23;6;16.976;4.208;0;0.0110498;3.567.772.857;4.567.701.429;0.640640571;1.323.071.429;32867257.14;11528414.29;6.519.694.286;0.988304;0.812658857;1.213.755.714;0.683447714
272;10;25.47;115.296;28.818;133.536;7;38.99;8;6;22;13;15;24;4;4.048;11.92;0.250804429;0.560123714;5.150.102.857;3.343.292.857;0.99992;2.763.802.857;35021657.14;16278042.86;467814;0.412892;0.122357286;0.686459714;0.437326714
273;8;35.226;60;21.906;92.064;5;34.73;14;11;47;9;6;19;7;4.816;8.368;0;0.028884543;3.535.504.286;4.534.765.714;0.99992;2.775.502.857;34420042.86;7.334.417.143;13102214.29;0.96941;0.798800857;1.219.497.143;0.681419857
274;14;23.67;99.744;25.578;108.192;6;42.65;11;7;37;10;14;30;6;15.376;18.608;0;0.020269414;3.494.785.714;4.493.592.857;0.504677714;144.846;30455628.57;4835920;6.276.488.571;0.978448286;0.808487429;1.226.481.429;0.678900857
275;13;20.574;115.488;29.898;100.128;10;43.55;14;9;41;14;5;28;2;13.872;17.968;0;0.022289371;3.485.034.286;4.483.837.143;0.313906429;1.918.815.714;34586414.29;4.149.198.571;6.622.375.714;0.976278857;0.807224429;1.228.044.286;0.678378714
276;23;26.37;141.024;28.134;113.568;12;49.13;8;13;43;14;7;25;3;12.112;8.144;0.014833386;0.458743429;373.783;3.593.585.714;0.463951143;2.016.385.714;32239271.43;5.141.165.714;2.237.695.714;0.459086714;0.285499429;0.961836286;0.607639571
277;16;33.318;117.6;32.022;53.472;5;47.39;15;9;14;10;5;47;6;16.016;15.728;0.629721;0.824353286;5.966.137.143;1.157.604.286;0.377290714;2.507.564.286;35607985.71;4.937.045.714;16299800;0.155096143;0.033547814;0.573838143;0.379137857
278;24;22.194;122.592;34.686;97.248;10;30.29;14;14;28;14;12;31;4;16.624;17.744;0;0.008397197;3.534.081.429;4.533.361.429;0.611759714;8.925.662.857;33520300;10256971.43;447916;0.991067;0.817059286;1.219.888.571;0.681349
279;23;19.278;88.032;34.182;54.048;3;41.03;11;9;41;6;14;26;4;17.488;13.264;0;0.011869286;3.513.002.857;4.511.934.286;0.735856;542.509;26734842.86;4.682.182.857;4.042.461.429;0.987378286;0.814897429;1.223.267.143;0.680031
280;17;19.35;72.48;28.566;121.248;2;25.85;6;12;18;13;11;33;7;10;18.48;0;0.010117143;3.539.975.714;4.539.362.857;0.596375857;1.645.585.714;31460071.43;12114242.86;5.555.436.714;0.989254857;0.815354143;1.218.745.714;0.681862571
281;9;18.774;101.088;35.478;76.704;6;20.99;9;11;37;9;6;13;7;15.056;19.312;0;0.015517343;3.565.315.714;45.653;0.559385286;1.261.991.429;34691800;14190600;10641757.14;0.983591143;0.808978429;1.214.448.571;0.683206143
282;22;30.69;72.288;20.286;130.08;8;44.15;8;6;21;7;10;18;6;14;13.52;0.097122071;0.659085857;4.427.641.429;5.797.808.571;0.264924;4.230.464.286;31439985.71;7.066.104.286;2.235.354.286;0.260018286;0.097743457;0.774231714;0.487772714
283;17;25.182;130.08;19.098;72.288;4;35.57;8;9;45;13;11;40;5;10.544;14.48;0;0.013921457;3.533.104.286;4.532.278.571;0.99971;4.844.452.857;29791885.71;4.204.317.143;5.651.334.286;0.985234571;0.811999429;1.219.818.571;0.681258714
284;22;28.17;113.376;23.454;101.664;3;35.03;7;15;45;9;7;34;7;5.2;13.648;0;0.0105941;3.534.628.571;4.533.862.857;0.99992;4.504.141.429;30862585.71;12977885.71;7.803.745.714;0.988750714;0.814900714;1.219.627.143;0.681359286
285;14;30.006;130.848;29.754;138.336;9;47.51;5;5;30;7;8;19;4;16.24;4.688;0.266805143;0.618387571;5.142.198.571;4.179.418.571;0.371112143;2.315.435.714;30159957.14;4.006.858.571;2.237.197.143;0.348335429;0.100305714;0.677178857;0.431007143
286;17;29.898;119.328;27.018;57.504;6;37.79;14;9;28;5;12;45;3;9.616;9.744;0.0600832;0.583598143;4.246.051.429;4.558.375.714;0.99992;2.853.254.286;29329257.14;4.915.062.857;4.209.538.571;0.322475857;0.146073714;0.829459286;0.526460143
287;8;30.402;91.104;33.966;52.896;7;37.85;10;7;48;15;10;29;3;13.264;12.56;0;0.0314793;3.524.868.571;452.392;0.976749143;4.674.764.286;29860914.29;3.072.051.429;5.210.434.286;0.966632714;0.796821429;122.122;0.680611
288;23;33.606;75.936;27.27;49.248;9;47.87;11;7;12;11;7;34;3;15.952;11.728;0.549606286;0.842898286;5.887.927.143;1.364.971.429;0.604920857;112.957;31825542.86;2.350.575.714;4.360.408.571;0.132449286;0.029150786;0.579243571;0.382329286
289;18;28.962;117.024;26.73;110.88;8;44.75;8;8;28;14;9;33;5;5.872;8.624;0.195718;0.664209143;4.893.127.143;5.383.731.429;0.99992;2.778.725.714;33249757.14;4.878.564.286;1.331.047.143;0.282935286;0.088814329;0.704071;0.451729143
290;10;33.93;136.224;28.386;102.432;7;37.25;15;14;32;14;9;20;2;6.064;17.648;0.0528657;0.421791;4.214.824.286;2.169.035.714;0.614423;101.289;35821300;13013942.86;2.237.245.714;0.519381429;0.232490429;0.854053429;0.524146571
291;19;25.578;120.672;29.826;59.424;10;26.63;15;10;36;11;11;17;2;13.04;16.304;0;0.009325327;3.540.097.143;4.539.455.714;0.515355714;105.155;34288171.43;9530830;2.040.082.857;0.990093714;0.815759857;1.218.684.286;0.681710429
292;16;20.214;126.048;18.27;119.328;9;29.33;14;13;14;14;6;33;3;12.432;16.176;0.391192286;0.796141429;553.227;1.095.028.571;0.688904571;9.068.227.143;34551242.86;8.981.027.143;9.701.597.143;0.158429;0.039124286;0.613481286;0.405575286
293;9;18.702;118.176;33.318;104.928;5;46.91;12;9;18;7;11;13;7;18.928;8.56;0.476200571;0.601741286;5.770.042.857;3.828.987.143;0.244355571;5.271.475.714;36011014.29;20709342.86;2236880;0.382829;0.090534143;0.612168286;0.388294571
294;11;30.438;107.616;20.646;54.816;10;20.51;12;9;37;14;14;31;6;18;12.432;0;0.0124056;3.586.064.286;458.638;0.950642286;2.751.192.857;30469400;4951420;7.201.285.714;0.986892714;0.810459429;1.210.365.714;0.684711571
295;13;20.826;124.512;26.55;48.096;8;36.47;8;14;21;14;7;35;6;15.792;17.52;0.261265571;0.666975857;5.137.211.429;5.258.802.857;0.562177143;137.186;31357500;6.289.927.143;2.816.094.286;0.291740571;0.084194243;0.673437143;0.433681143
296;11;29.07;96.288;23.562;62.304;8;24.47;10;6;17;8;13;38;7;4.144;18.896;0;0.015183843;3.573.068.571;4.628.355.714;0.99992;2.744.284.286;34542571.43;16793957.14;14782871.43;0.984053143;0.806887571;1.210.734.286;0.683287
297;18;28.602;139.104;26.91;124.896;2;49.43;8;6;14;6;14;12;7;5.36;15.216;0.686057;0.856448;5.948.904.286;1.499.794.286;0.405020286;405.616;35745542.86;26593714.29;2.204.944.286;0.121994;0.026442686;0.572529429;0.380572429
298;20;25.938;58.464;29.394;53.664;10;42.47;12;12;18;12;12;42;7;5.68;6.768;0.020147757;0.52025;3.852.505.714;407.985;0.99992;2.789.965.714;33461528.57;11158771.43;10587714.29;0.396667714;0.231717714;0.931034;0.593162143
299;17;31.482;132.768;20.358;71.52;3;35.81;13;15;33;6;12;18;3;17.168;14.064;0;0.014108929;3.523.914.286;453.831;0.641698;66.119;30952985.71;14709342.86;1.015.391.143;0.985063857;0.811890429;1.221.015.714;0.680506286
300;16;25.83;64.416;22.95;71.328;11;33.53;6;6;45;12;8;37;6;19.024;5.008;0;0.013943286;3.519.928.571;4.519.015.714;0.685560857;1.358.982.857;26900914.29;8.902.141.429;11477442.86;0.985196;0.812629714;1.222.014.286;0.680453429
301;18;26.01;101.856;21.042;56.352;5;21.11;7;12;42;10;10;36;5;14.928;10.16;0;0.007803037;3.581.637.143;4.581.794.286;0.993649429;5.769.067.143;25923857.14;5.304.258.571;13470500;0.991731143;0.814690429;1.211.147.143;0.684406857
302;24;26.766;85.728;21.618;131.232;6;43.43;7;6;17;11;6;41;3;6.096;14.096;0.339745857;0.788763286;538.089;1.018.407.143;0.99992;2.919.318.571;32339214.29;1.329.121.429;1.820.684.286;0.168713286;0.043735329;0.631831857;0.414621429
303;18;34.938;55.2;23.994;112.992;10;23.87;11;12;14;6;9;15;4;16.144;19.952;0;0.008823176;3.545.907.143;454.553;0.359381;1.489.104.286;34571185.71;19961085.71;2.276.465.714;0.990626143;0.816076143;121.825;0.681853714
304;17;24.678;116.448;33.894;120.672;3;20.15;13;11;39;10;9;44;7;6.704;15.984;0;0.007886229;3.587.465.714;4.587.791.429;0.99992;583.368;35056100;13885657.14;14050614.29;0.991645857;0.814325571;1.210.111.429;0.684801286
305;22;19.386;114.336;26.802;111.84;8;36.53;13;5;31;11;8;28;6;7.024;10.256;0;0.011047786;3.530.035.714;4.529.197.143;0.99992;2.770.587.143;33183814.29;1.543.432.857;1.214.564.286;0.988266286;0.814734714;1.220.435.714;0.681057143
306;17;20.43;122.784;25.218;95.712;11;23.57;5;13;32;5;14;30;2;13.424;17.2;0;0.009224733;3.575.635.714;4.575.505.714;0.768773429;4.938.462.857;21537128.57;14861485.71;1.530.387.143;0.990227429;0.814127;1.212.438.571;0.684095571
