Simulation;const ed num Emergency Room;const mipw time Treatment LOS[mbed2];const mipw time Treatment LOS[mbed3];const sipw time Treatment LOS[mbed2];const sipw time Treatment LOS[mbed3];const surg num PostOp Beds;edMeanValue ppd;init L MEDBED AVAIL[mbed1];init L MEDBED AVAIL[mbed2];init L MEDBED AVAIL[mbed3];init L SURGBED AVAIL[mbed1];init L SURGBED AVAIL[mbed2];init L SURGBED AVAIL[mbed3];init L SURGERY OR AVAIL;isuMeanValue ppd;osuMeanValue ppd;f1pcntEDLWBS;f2pcntEDRMBLKD;f3timeEDdischarge;f4timeEDadmission;f5pcntSUcompletion;f6timeSUcompletion;f7numICUoccupy;f8numPCUoccupy;f9numACUoccupy;yOEE1avail;yOEE1c;yOEE1perf;yOEE1qual
412;16;24.858;102.24;27.594;125.856;5;40.19;8;12;19;13;7;30;5;10.576;8.464;0.302545714;0.716536714;5.271.422.857;654.866;0.683390857;1.551.951.429;32478500;7.197.107.143;2.195.274.286;0.246345714;0.067147114;0.652426;0.422690286
413;21;23.202;73.632;31.338;82.464;6;31.73;5;12;48;6;14;14;4;6.768;13.712;0;0.010053057;3.515.408.571;4.514.488.571;0.487145;2.127.324.286;28630228.57;20223900;13613728.57;0.989303;0.816399857;1.222.938.571;0.680162143
414;23;26.982;92.448;31.23;58.848;2;43.79;6;8;40;9;15;45;3;16.112;12.4;0;0.012667743;34.908;44.896;0.616876714;9.788.927.143;24234342.86;3.262.651.429;6.399.145.714;0.986503857;0.815530429;1.227.162.857;0.678734571
415;8;28.566;113.568;34.038;119.712;8;42.83;8;5;17;6;9;23;5;17.2;6.352;0.475537286;0.586234429;5.829.114.286;3.662.231.429;0.544344571;2.765.754.286;31439700;6.156.262.857;1.277.065.714;0.399479;0.094723714;0.608582286;0.392281
416;16;21.51;61.536;19.242;80.352;8;48.95;8;10;45;7;13;37;3;9.552;13.424;0;0.020355486;3.499.915.714;4.498.685.714;0.99992;3.294.034.286;24054842.86;4.808.514.286;8.217.855.714;0.978365286;0.807881;1.225.047.143;0.679296
417;20;34.11;109.728;28.17;135.456;6;35.21;5;5;47;6;14;37;5;15.216;15.92;0;0.011713457;3.529.555.714;4.528.737.143;0.774177857;5.845.264.286;22075271.43;3.330.384.286;1.015.469.286;0.987561857;0.814297429;1.220.724.286;0.680979857
418;22;29.394;77.088;30.006;83.232;6;30.23;7;7;34;12;12;18;2;8.752;11.28;0;0.009142427;3.526.161.429;4.525.345.714;0.595757571;1.301.232.857;32778871.43;9.342.764.286;3677340;0.990275857;0.816620714;1.221.088.571;0.680812429
419;20;21.546;133.344;34.578;133.344;7;22.91;9;7;28;6;9;48;2;11.888;16.464;0;0.007621527;3.578.732.857;4.578.667.143;0.825056429;5.022.368.571;27442900;1.705.442.857;620894;0.991915714;0.815254286;121.182;0.684273571
420;22;29.106;58.272;31.95;65.76;5;38.75;13;9;30;11;9;39;3;18.096;15.824;0;0.011719257;3.504.911.429;4.503.811.429;0.522546143;1.065.557.143;30120185.71;6.660.887.143;5.105.804.286;0.987530429;0.815391286;1.224.595.714;0.679528
421;20;35.838;50.592;33.21;61.728;4;43.19;12;13;40;7;9;33;3;13.584;10;0;0.014368314;3.500.988.571;4.499.804.286;0.827412857;759.635;27113214.29;1.775.354.286;7.765.644.286;0.984718857;0.813349857;1.225.298.571;0.679318286
422;9;32.022;137.568;30.51;137.376;3;29.87;13;11;23;11;12;45;7;9.968;9.52;0.152325;0.548440857;4.794.911.429;3.352.244.286;0.99992;5.567.734.286;32746514.29;9338430;315667;0.403763857;0.137151429;0.734701571;0.467499143
423;15;30.762;60.96;28.962;51.168;3;22.07;10;8;13;10;10;33;6;9.424;9.616;0;0.009789367;3.580.921.429;4.581.058.571;0.99992;5.249.951.429;31817957.14;5.986.354.286;8.395.225.714;0.989643286;0.813018714;1.211.301.429;0.684364
424;10;26.478;60.576;33.102;114.336;11;27.83;14;7;47;8;14;15;4;11.792;16.496;0;0.018516571;3.518.334.286;4.517.408.571;0.246955857;3.609.398.571;36305414.29;19105657.14;17013900;0.980356857;0.808638143;1.222.231.429;0.680351429
425;21;24.246;58.848;18.162;122.976;7;24.59;15;6;50;13;8;32;3;12.08;14.288;0;0.007790891;3.555.934.286;4.555.508.571;0.734435286;8.186.635.714;34018214.29;1176470;11142457.14;0.991724143;0.816396571;121.603;0.682731857
426;23;29.214;56.352;32.994;92.64;10;28.31;14;6;42;13;8;46;4;10.416;9.712;0;0.008189521;3.557.591.429;4.557.234.286;0.99992;2.762.274.286;33188657.14;3.802.613.143;14414300;0.991304143;0.816020857;121.575;0.682896571
427;11;22.338;87.264;25.686;82.272;5;30.83;10;13;49;15;14;41;4;13.552;13.872;0;0.018647771;3.549.412.857;4.548.908.571;0.999789286;4.117.641.429;30497628.57;8.105.254.286;8.935.611.429;0.980264571;0.807310857;1.217.177.143;0.682385286
428;21;23.958;112.992;19.062;142.944;2;36.17;14;6;32;5;10;33;6;17.712;18.064;0;0.011459843;3.513.568.571;4.512.567.143;0.583537571;1.091.168.571;31528785.71;4.200.685.714;1.802.489.714;0.987809571;0.815447429;122.332;0.680138
429;15;32.886;128.928;32.346;79.584;8;34.91;9;14;17;11;13;13;4;10.864;17.232;0.435013429;0.78003;5.644.822.857;9.258.474.286;0.327204286;2.623.444.286;35727514.29;24948900;2.235.738.571;0.185499714;0.044101043;0.605055143;0.396062
430;13;34.182;123.168;20.718;92.832;6;47.09;11;9;31;5;6;40;7;10.672;14.864;0.209792857;0.563076714;4.958.841.429;3.397.265.714;0.692251429;1.417.097.143;27762457.14;3.396.055.714;4.406.815.714;0.402783571;0.125653429;0.708681;0.44656
431;12;32.31;118.752;20.754;68.064;8;35.39;11;5;40;6;9;31;6;5.328;5.264;0;0.019622143;3.533.591.429;4.532.822.857;0.99992;2.788.294.286;31320471.43;2579020;7.034.825.714;0.979211286;0.807031571;1.219.827.143;0.681296286
432;21;34.326;95.136;28.422;82.656;11;49.25;13;10;38;6;6;40;7;4.304;10.064;0;0.015604129;3.499.348.571;4.498.108.571;0.99992;2.787.282.857;31128057.14;1.441.541.429;4.514.158.571;0.983404714;0.812102;122.513;0.679263429
433;19;20.538;110.496;22.086;77.28;3;38.33;8;14;46;9;12;41;4;8.976;13.04;0;0.013422571;3.522.377.143;4.521.431.429;0.966017857;5.869.815.714;27950128.57;10989642.86;8.324.831.429;0.985749857;0.813015429;1.221.672.857;0.680594429
434;15;27.918;137.76;24.282;141.984;8;47.99;12;8;41;7;12;45;3;9.264;10.192;0.035935386;0.451596571;4.045.494.286;2.558.195.714;0.998485286;2.880.191.429;28097471.43;2.045.511.429;1172230;0.474407286;0.238147286;0.890185;0.552060286
435;19;27.666;99.552;25.146;69.984;8;26.75;11;13;36;9;14;14;6;15.408;5.456;0;0.009367374;352.339;4.522.507.143;0.400699571;3.673.375.714;34032271.43;20810685.71;4.728.381.429;0.990037143;0.816345714;1.221.312.857;0.680637
436;23;35.118;68.064;24.894;82.08;7;41.09;12;12;23;7;12;43;3;19.6;8.016;0;0.011945471;351.628;4.526.715.714;0.789688571;3.356.362.857;26030614.29;3.092.435.714;2.385.025.714;0.987331143;0.814181;1.222.241.429;0.680098429
437;11;30.258;118.56;25.254;88.032;6;29.03;8;11;26;9;12;35;3;18.224;17.328;0;0.017558971;3.555.541.429;4.555.124.286;0.795695286;366.675;27108185.71;6.572.734.286;3.687.883.857;0.981424429;0.807836143;1.216.005.714;0.682761857
438;12;23.526;70.368;29.358;114.912;12;40.31;8;8;44;9;13;17;4;10.992;4.816;0;0.022350314;348.372;4.482.514.286;0.360817143;4.364.394.286;32647728.57;13492185.71;6.400.241.429;0.976207714;0.807394571;1.228.662.857;0.678200714
439;18;30.654;70.176;21.15;59.616;4;42.41;7;9;28;11;10;19;7;9.008;18.96;0;0.015676371;3.504.182.857;4.503;0.829580429;972.587;28363128.57;2727840;6.102.424.286;0.983337857;0.812024571;1.224.862.857;0.679459714
440;21;31.338;94.176;22.446;128.352;7;22.97;6;9;15;13;10;16;4;17.04;5.968;0;0.0590654;3.526.914.286;1.120.999.143;0.261077;4.549.622.857;35655671.43;18853928.57;2.237.364.286;0.934059429;0.672487286;1.086.835.714;0.664673714
441;21;28.53;107.232;18.918;57.312;8;28.13;8;9;45;8;13;35;3;16.304;15.312;0;0.008912391;3.558.708.571;4.558.342.857;0.932728143;3.991.767.143;24001157.14;3.781.158.571;8.894.152.857;0.990545429;0.815254;1.215.422.857;0.682978286
442;14;21.078;103.392;24.354;90.72;2;25.79;9;7;30;14;13;32;2;16.592;9.84;0;0.012256671;3.541.137.143;4.540.531.429;0.614672429;9.558.588.571;32103728.57;6.330.134.286;1.269.572.857;0.986995429;0.813464714;1.218.552.857;0.681962429
443;10;33.894;62.112;32.166;48.672;8;41.27;10;10;19;12;7;14;7;15.92;7.664;0.034301229;0.370900143;4.067.288.571;1.752.824.286;0.535059143;1.865.311.429;32333200;2.087.837.143;2232940;0.596806714;0.297293714;0.904826286;0.549008143
444;9;20.034;58.08;21.726;118.56;11;46.79;15;5;12;13;6;50;5;5.936;10.608;0.386747571;0.540393286;5.611.841.429;3.057.795.714;0.99992;2.765.372.857;35808528.57;6.691.882.857;9.088.425.714;0.450037429;0.115488;0.639064857;0.404688
445;13;27.774;73.824;31.518;110.112;6;30.59;5;10;37;7;5;20;4;14.256;6.48;0;0.015656057;3.548.935.714;4.548.442.857;0.570357;3.296.091.429;29470657.14;6774710;6.681.424.286;0.983422571;0.809916286;1.217.134.286;0.682407143
446;20;20.106;122.016;29.682;68.448;6;44.87;12;5;27;5;6;24;6;11.472;13.616;0.209915;0.691208714;4.929.617.143;6.227.114.286;0.847346286;3.408.767.143;29752385.71;8.874.912.857;1.063.456.143;0.250427571;0.077023271;0.694785714;0.447888286
447;12;24.534;86.88;32.886;107.808;3;39.83;14;14;27;11;7;23;6;8.56;12.592;0;0.022084186;3.498.355.714;4.497.211.429;0.567936286;2.053.275.714;34251328.57;8.951.092.857;438674;0.976528429;0.806648;122.579;0.679132286
448;21;31.59;128.16;33.462;99.936;8;20.45;14;14;29;12;11;14;4;6;4.432;0;0.006479211;355.108;455.068;0.641001143;2.968.738.571;37537571.43;24777214.29;1.592.804.286;0.993103714;0.817436857;1.216.807.143;0.682235143
449;18;20.322;143.712;23.49;130.272;11;39.05;6;8;32;6;5;34;6;16.912;4.624;0.0580388;0.574171857;4.208.705.714;4.585.828.571;0.566200714;4.963.162.857;25959485.71;5.394.837.143;1.905.912.857;0.327687143;0.155386;0.839627571;0.533116571
450;9;35.55;74.592;23.13;96.672;4;31.19;15;15;25;6;10;22;3;6.672;6.192;0;0.023057886;354.774;4.547.211.429;0.99992;2.871.657.143;32924714.29;14926271.43;2.249.262.857;0.975592714;0.803557714;1.217.552.857;0.682262857
451;20;30.366;53.088;27.63;132;3;46.61;10;15;32;11;12;27;7;8.016;5.872;0;0.015506114;3.484.185.714;4.482.941.429;0.638131857;2.842.175.714;32148214.29;13181528.57;5.620.801.429;0.983483286;0.813315857;1.228.347.143;0.678260286
452;24;23.49;102.816;22.842;84.384;4;20.69;14;15;13;13;7;48;6;16.368;9.456;0.025426371;0.549477143;385.634;9.968.791.429;0.601495571;1.715.997.143;34027000;10516928.57;5320200;0.35488;0.225473571;0.928268143;0.610946286
453;16;22.734;118.368;32.778;84.576;9;35.15;14;6;19;13;8;48;3;18.608;15.152;0.285673;0.731878429;5.199.025.714;7.370.675.714;0.530740286;1.075.402.857;32728071.43;1.296.737.143;1.242.602.857;0.221053857;0.061392514;0.657273429;0.427526
454;20;21.942;80.16;31.986;91.488;9;34.37;9;5;24;6;8;17;4;11.664;13.904;0;0.0114341;3.512.295.714;4.511.277.143;0.451966571;1.652.158.571;31036685.71;2.257.638.571;7.990.147.143;0.987835143;0.815432857;1.223.888.571;0.679789286
455;10;32.094;94.368;28.242;74.4;8;33.59;12;7;41;12;7;36;5;14.992;10.576;0;0.022349043;3.516.154.286;45.152;0.611312571;1.408.735.714;31858728.57;99161.4;6.617.692.857;0.976290857;0.805391143;1.222.652.857;0.680208714
456;20;18.63;72.672;22.338;137.184;7;43.85;14;8;35;14;8;27;7;8.784;16.912;0;0.014587914;3.489.414.286;4.488.187.143;0.500248571;2.098.011.429;34654542.86;3.214.338.571;6.015.357.143;0.984465143;0.813860571;1.227.455.714;0.678583143
457;22;29.358;141.408;31.59;97.632;5;28.43;5;7;40;10;13;40;5;19.184;5.2;0;0.008598027;3.557.507.143;4.557.158.571;0.744579714;3.382.617.143;24943871.43;2.551.277.143;8.376.601.429;0.990876571;0.815672429;1.215.741.429;0.682902143
458;21;27.27;95.904;21.69;72.864;8;45.83;6;12;42;6;8;33;5;12.784;19.92;0;0.014520586;3.505.181.429;4.504.004.286;0.933093;3.089.338.571;20078971.43;1.524.102.857;1708850;0.984563714;0.812775571;1.224.262.857;0.679579714
459;12;31.626;100.896;27.522;91.104;7;33.35;9;7;44;7;12;22;5;14.672;5.744;0;0.018491114;3.522.932.857;4.522.081.429;0.602173571;1.524.804.286;29732471.43;6.559.761.429;2.995.118.571;0.980389571;0.808615286;1.221.774.286;0.680583571
460;11;34.362;70.56;26.262;113.76;8;21.05;7;9;16;12;11;31;7;4.208;12.752;0;0.012732214;3.584.068.571;4.584.317.143;0.99992;2.748.938.571;35407828.57;19350785.71;8.091.891.429;0.98655;0.810237714;1.210.684.286;0.684572286
461;15;26.406;52.896;27.162;86.88;3;23.69;6;8;38;6;11;43;3;16.688;7.088;0;0.010507943;3.569.694.286;4.569.507.143;0.812135571;5.948.634.286;22006785.71;2.702.332.857;11942442.86;0.988870571;0.813401143;1.213.455.714;0.683785429
462;14;23.382;53.28;34.47;68.64;9;41.21;13;8;41;9;12;42;4;16.08;11.856;0;0.019584929;3.515.928.571;4.514.865.714;0.936111857;2.943.348.571;27471871.43;51034.9;7.543.004.286;0.979218429;0.807864429;1.222.714.286;0.680190286
463;15;32.598;125.856;32.814;129.12;9;34.07;8;14;39;10;13;20;4;5.744;4.848;0;0.015112414;3.509.687.143;450.865;0.637988286;273.689;33557557.14;20015285.71;1.095.320.286;0.983941286;0.812343714;1.224.288.571;0.679674
464;24;31.122;131.232;35.55;109.536;11;23.99;13;5;35;14;14;19;5;13.136;15.856;0;0.00665073;3.534.777.143;4.534.048.571;0.319415857;2.820.357.143;36775342.86;14049028.57;1.420.381.429;0.992913286;0.818100714;1.219.167.143;0.681424571
465;17;24.822;69.792;22.554;80.16;10;32.51;7;6;13;7;6;27;6;9.168;18.992;0.196289714;0.726444286;4.918.614.286;7.427.137.143;0.998687286;2.912.694.286;27326657.14;4.516.344.286;1.926.368.571;0.218809714;0.068297343;0.696772286;0.453344571
466;22;19.926;134.304;27.054;72.672;4;38.39;12;9;20;6;13;44;5;13.84;17.84;0.369676429;0.793448429;5.450.468.571;110.49;0.870983571;574.745;27146485.71;4.796.378.571;7.827.634.286;0.155822;0.039233643;0.620509571;0.409090143
467;16;26.838;116.064;18.09;66.912;12;27.29;13;13;25;11;8;42;6;11.12;19.504;0;0.0113483;3.560.861.429;456.055;0.99992;2.748.404.286;31838757.14;7.082.527.143;5.306.462.857;0.987978571;0.813117;1.215.172.857;0.683125714
468;14;23.31;107.04;31.05;101.28;4;43.07;13;7;37;6;5;37;4;10.16;10.352;0;0.020469;3.486.548.571;448.534;0.490571857;2.229.385.714;31289571.43;2.024.571.429;2.361.545.714;0.978218286;0.808740143;1.227.767.143;0.678466571
469;21;25.542;142.176;29.718;83.04;4;28.49;8;15;22;15;6;16;5;7.568;7.728;0.132856714;0.707620571;4.567.704.286;9.317.647.143;0.694151714;1.851.271.429;35330314.29;15451257.14;2.230.794.286;0.182145143;0.071610371;0.750974;0.486939
470;20;23.886;49.824;33.138;112.8;2;49.07;9;15;16;7;6;13;4;9.04;6.704;0.152261;0.664384429;4.710.951.429;5.176.638.571;0.269671143;6.501.972.857;33268871.43;15576971.43;2.234.047.143;0.293130143;0.098434014;0.734384571;0.462429286
471;15;23.418;90.336;35.118;55.968;5;26.93;9;9;49;11;6;45;6;4.176;11.12;0;0.011945114;35.627;4.562.401.429;0.99992;2.758.182.857;34895771.43;8.729.794.286;32768185.71;0.987349143;0.812573714;1.214.902.857;0.683263857
472;9;29.97;92.064;35.838;125.28;5;41.69;8;15;21;13;15;29;6;19.728;13.84;0.212049429;0.469125143;5.005.707.143;2.386.341.429;0.335308143;2.509.038.571;32989571.43;17591928.57;2.236.764.286;0.513700714;0.162583714;0.719689571;0.446007857
473;9;27.306;109.92;26.334;112.416;8;24.89;9;6;49;14;7;32;6;14.512;15.12;0;0.0184004;3.549.728.571;454.927;0.680473571;1.114.054.286;32115957.14;13681.2;5.561.615.714;0.980530429;0.807273429;121.691;0.682365
474;20;31.698;52.32;18.558;60.96;6;28.37;6;13;36;10;15;30;3;19.376;6.416;0;0.009437899;355.776;4.557.402.857;0.827180286;3.244.252.857;24288342.86;9.579.648.571;9.326.645.714;0.989989286;0.814905714;121.568;0.682916857
475;18;21.654;108.576;28.35;129.504;4;21.89;10;11;22;12;12;31;3;7.856;13.392;0;0.008091277;3.581.302.857;4.581.444.286;0.99992;3.922.057.143;33756328.57;14943957.14;3.617.158.571;0.991427429;0.814414143;1.211.171.429;0.684373429
476;8;29.862;51.936;22.266;62.496;6;36.59;10;11;33;14;14;22;6;19.696;12.24;0;0.030431557;3.514.205.714;4.513.218.571;0.608913857;1.199.882.857;31086228.57;7.892.548.571;3.672.474.286;0.967714143;0.798472714;1.223.135.714;0.680078857
477;16;18.954;100.512;22.014;102.24;4;41.63;6;10;40;15;8;18;3;17.584;5.84;0;0.0173116;3.483.618.571;4.482.411.429;0.320322857;3.110.062.857;33287171.43;8.029.201.429;8.150.374.286;0.981568;0.811791429;1.228.447.143;0.678269571
478;19;32.238;110.112;23.67;103.2;10;37.55;12;6;22;7;8;48;2;13.072;18.288;0.219356857;0.722863714;4.965.298.571;7.374.947.143;0.685376286;6.600.375.714;27850842.86;5.769.385.714;3.264.934.286;0.218315286;0.065894414;0.686533;0.445680429
479;9;31.302;91.68;20.142;63.456;4;33.23;6;6;17;11;7;45;4;10.096;12.272;0.202194286;0.554906286;4.993.898.571;3.276.991.429;0.918575714;7.556.028.571;28861657.14;6.575.484.286;7.229.187.143;0.418332429;0.132233429;0.710290571;0.450992143
480;11;33.174;112.032;32.238;48.48;9;38.45;7;11;33;13;11;37;7;7.664;10.896;0;0.023256957;3.523.638.571;4.522.722.857;0.99992;2.770.465.714;30794657.14;6695800;4.931.831.429;0.975343714;0.804289571;1.221.505.714;0.680649857
481;22;18.81;64.992;30.258;117.984;10;41.51;12;13;21;7;8;28;3;16.72;19.824;0;0.012553971;3.515.127.143;4.514.051.429;0.715495571;329.956;31220771.43;8446250;172070;0.986659286;0.814084143;1.222.821.429;0.680139429
482;10;35.406;104.928;29.106;119.904;2;39.71;11;12;25;12;8;34;5;8.272;13.168;0.138131429;0.481279143;4.731.762.857;253.783;0.825604857;1.088.004.286;32311414.29;5053210;1.175.704.286;0.488136429;0.171559286;0.757047857;0.469676286
483;22;27.054;83.232;23.238;88.224;3;39.23;5;10;49;10;5;38;4;4.368;11.344;0;0.0118644;3.521.207.143;452.025;0.99992;3.617.791.429;30162285.71;3.699.298.571;16879928.57;0.987394;0.814444;122.191;0.680504143
484;23;28.854;50.4;32.202;52.704;2;48.47;8;15;25;11;11;45;2;16.784;18.928;0;0.014021671;3.482.717.143;4.481.448.571;0.501774;8.682.852.857;27392500;5111180;7.846.882.857;0.985058286;0.814624143;1.228.337.143;0.678252429
485;8;22.95;82.656;28.098;100.32;10;25.13;9;11;47;8;15;17;4;14.384;12.624;0;0.020900186;353.075;4.529.982.857;0.320671429;2.726.437.143;33581857.14;22062328.57;13648828.57;0.977853857;0.805848571;1.219.945.714;0.681165286
486;13;19.782;71.904;35.262;64.992;3;40.37;7;7;28;6;14;31;6;15.568;12.656;0;0.020661543;3.514.982.857;4.513.948.571;0.812640286;6.092.092.857;22144971.43;2.307.381.429;1.029.177.714;0.978076286;0.807044143;122.294;0.680150714
487;11;32.49;65.184;34.326;114.144;9;28.67;6;12;13;8;6;29;4;13.616;16.24;0.077404314;0.585349571;4.423.194.286;402.507;0.793507857;3.168.554.286;29239057.14;7226500;4.662.904.286;0.351457714;0.140159714;0.793029286;0.504317429
488;16;20.97;105.12;24.498;97.44;7;23.45;10;8;25;14;11;37;2;10.896;8.08;0;0.009751373;3.577.345.714;457.726;0.99992;4.205.778.571;32423857.14;5.668.688.571;1.678.675.714;0.989676714;0.813467571;1.212.107.143;0.684166
489;10;23.166;95.52;27.738;66.336;10;38.93;8;12;18;9;9;36;3;9.296;6.8;0.270031571;0.575780571;5.228.731.429;351.314;0.99992;2.772.985.714;29258214.29;7.766.002.857;2.199.128.571;0.401414857;0.115957857;0.676697714;0.432114714
490;9;29.61;84.384;23.85;133.92;6;33.11;13;15;50;8;6;21;5;17.968;12.72;0;0.024477414;3.539.932.857;4.539.291.429;0.579207286;2.995.564.286;34604014.29;15125214.29;9161900;0.974083286;0.802527429;1.218.701.429;0.681763714
491;22;35.91;64.032;30.366;121.44;2;34.97;11;8;31;13;10;14;4;10.192;18.384;0;0.010576029;3.494.735.714;44.936;0.205313286;4.901.651.429;36541485.71;13395242.86;2.855.392.857;0.988731286;0.817003714;1.226.405.714;0.678912714
492;24;25.758;131.808;32.526;132.192;4;40.49;13;15;34;12;9;13;6;19.248;9.968;0;0.138516143;3.476.794.286;1.530.592.857;0.135586429;9.104.768.571;36742685.71;19997371.43;2236780;0.840350714;0.596877;1.072.048.571;0.662846143
493;14;35.262;125.088;31.302;52.32;9;45.11;10;12;22;5;10;15;2;15.696;6.224;0.424964143;0.711039143;5.662.982.857;6.225.692.857;0.625040286;3.543.085.714;30331314.29;12861142.86;9.222.421.429;0.262264143;0.063399629;0.611545286;0.398590143
494;18;20.718;77.856;19.962;64.8;7;29.75;5;6;45;14;14;24;5;18.448;11.056;0;0.010996686;3.541.174.286;454.058;0.734661;7.859.794.286;28083928.57;3781150;8.084.404.286;0.988330571;0.814398571;1.218.638.571;0.681808571
495;9;23.562;110.688;33.714;115.872;11;40.67;5;7;16;13;7;43;4;10.608;6.992;0.452633286;0.630996429;5.766.788.571;4.342.335.714;0.986621714;5.023.654.286;29903671.43;278886;1.345.954.286;0.351222429;0.084154586;0.610365;0.395118143
496;12;29.43;116.64;18.414;111.456;9;32.39;7;14;44;9;9;28;2;13.392;10.96;0;0.017958729;3.542.884.286;4.542.281.429;0.798418;3.954.452.857;28349971.43;10531271.43;1.644.242.857;0.980981571;0.808191571;1.218.274.286;0.681958429
497;8;19.746;137.184;26.046;120.096;3;46.13;9;10;29;12;6;35;4;19.12;15.376;0.252236143;0.380792429;5.133.288.571;179.537;0.347375;2.004.211.429;32031328.57;2.482.384.286;2.898.885.714;0.603759571;0.185059286;0.714113571;0.434715571
498;15;30.474;136.992;30.438;99.744;12;44.51;12;13;46;8;9;50;6;10.96;9.936;0;0.0197431;3.508.264.286;450.711;0.99992;2.776.835.714;27770157.14;1.990.754.286;4.795.147.143;0.979034571;0.808055857;1.223.874.286;0.679734714
499;10;23.13;88.224;32.634;81.888;9;26.57;6;13;33;15;13;39;6;4.72;10.32;0;0.0176781;3.564.141.429;4.563.861.429;0.99992;2.759.401.429;34898542.86;21085100;18818685.71;0.981308571;0.807510286;1.214.668.571;0.683367714
500;23;32.814;67.488;24.822;110.688;2;37.67;8;6;46;8;5;31;7;19.088;9.584;0;0.010897286;3.496.991.429;4.495.875.714;0.364224429;3.131.077.143;29937314.29;4.326.607.143;9.729.472.857;0.988391;0.816552286;1.225.902.857;0.67909
