numER;mLOSmbed2;mLOSmbed3;sLOSmbed2;sLOSmbed3;numPOB;edMV;iMAmbed1;iMAmbed2;iMAmbed3;iSAmbed1;iSAmbed2;iSAmbed3;iSOA;iMV;osuMV;f1EDLWBS;f2EDRMBLKD;f3tEDd;f4tEDa;f5pSUc;f6tSUc;f7nCUo;f8nPCUo;f9nACUo;yOEE1c
17;29898;119328;27018;57504;6;37.79;14;9;28;5;12;45;3;9616;9744;0.0600832;0.583598143;4246051429;4558375714;0.99992;2853254286;29329257.14;4915062857;4209538571;0.146073714
8;30402;91104;33966;52896;7;37.85;10;7;48;15;10;29;3;13264;12.56;0;0.0314793;3524868571;452392;0.976749143;4674764286;29860914.29;3072051429;5210434286;0.796821429
23;33606;75936;27.27;49248;9;47.87;11;7;12;11;7;34;3;15952;11728;0.549606286;0.842898286;5887927143;1364971429;0.604920857;112957;31825542.86;2350575714;4360408571;0.029150786
18;28962;117024;26.73;110.88;8;44.75;8;8;28;14;9;33;5;5872;8624;0.195718;0.664209143;4893127143;5383731429;0.99992;2778725714;33249757.14;4878564286;1331047143;0.088814329
10;33.93;136224;28386;102432;7;37.25;15;14;32;14;9;20;2;6064;17648;0.0528657;0.421791;4214824286;2169035714;0.614423;101289;35821300;13013942.86;2237245714;0.232490429
19;25578;120672;29826;59424;10;26.63;15;10;36;11;11;17;2;13.04;16304;0;0.009325327;3540097143;4539455714;0.515355714;105155;34288171.43;9530830;2040082857;0.815759857
16;20214;126048;18.27;119328;9;29.33;14;13;14;14;6;33;3;12432;16176;0.391192286;0.796141429;553227;1095028571;0.688904571;9068227143;34551242.86;8981027143;9701597143;0.039124286
9;18702;118176;33318;104928;5;46.91;12;9;18;7;11;13;7;18928;8.56;0.476200571;0.601741286;5770042857;3828987143;0.244355571;5271475714;36011014.29;20709342.86;2236880;0.090534143
11;30438;107616;20646;54816;10;20.51;12;9;37;14;14;31;6;18;12432;0;0.0124056;3586064286;458638;0.950642286;2751192857;30469400;4951420;7201285714;0.810459429
13;20826;124512;26.55;48096;8;36.47;8;14;21;14;7;35;6;15792;17.52;0.261265571;0.666975857;5137211429;5258802857;0.562177143;137186;31357500;6289927143;2816094286;0.084194243
11;29.07;96288;23562;62304;8;24.47;10;6;17;8;13;38;7;4144;18896;0;0.015183843;3573068571;4628355714;0.99992;2744284286;34542571.43;16793957.14;14782871.43;0.806887571
18;28602;139104;26.91;124896;2;49.43;8;6;14;6;14;12;7;5.36;15216;0.686057;0.856448;5948904286;1499794286;0.405020286;405616;35745542.86;26593714.29;2204944286;0.026442686
20;25938;58464;29394;53664;10;42.47;12;12;18;12;12;42;7;5.68;6768;0.020147757;0.52025;3852505714;407985;0.99992;2789965714;33461528.57;11158771.43;10587714.29;0.231717714
17;31482;132768;20358;71.52;3;35.81;13;15;33;6;12;18;3;17168;14064;0;0.014108929;3523914286;453831;0.641698;66119;30952985.71;14709342.86;1015391143;0.811890429
16;25.83;64416;22.95;71328;11;33.53;6;6;45;12;8;37;6;19024;5008;0;0.013943286;3519928571;4519015714;0.685560857;1358982857;26900914.29;8902141429;11477442.86;0.812629714
18;26.01;101856;21042;56352;5;21.11;7;12;42;10;10;36;5;14928;10.16;0;0.007803037;3581637143;4581794286;0.993649429;5769067143;25923857.14;5304258571;13470500;0.814690429
24;26766;85728;21618;131232;6;43.43;7;6;17;11;6;41;3;6096;14096;0.339745857;0.788763286;538089;1018407143;0.99992;2919318571;32339214.29;1329121429;1820684286;0.043735329
18;34938;55.2;23994;112992;10;23.87;11;12;14;6;9;15;4;16144;19952;0;0.008823176;3545907143;454553;0.359381;1489104286;34571185.71;19961085.71;2276465714;0.816076143
17;24678;116448;33894;120672;3;20.15;13;11;39;10;9;44;7;6704;15984;0;0.007886229;3587465714;4587791429;0.99992;583368;35056100;13885657.14;14050614.29;0.814325571
22;19386;114336;26802;111.84;8;36.53;13;5;31;11;8;28;6;7024;10256;0;0.011047786;3530035714;4529197143;0.99992;2770587143;33183814.29;1543432857;1214564286;0.814734714
17;20.43;122784;25218;95712;11;23.57;5;13;32;5;14;30;2;13424;17.2;0;0.009224733;3575635714;4575505714;0.768773429;4938462857;21537128.57;14861485.71;1530387143;0.814127
13;28458;103776;21222;74592;8;46.07;7;15;25;9;10;26;5;9.36;11568;0.225608286;0.583158714;5041888571;3639972857;0.99992;2768407143;27305000;9987995714;4893921429;0.118091
23;32058;130272;35874;113184;3;43.97;10;10;26;14;13;32;6;15824;19376;0.317491714;0.766012286;5262164286;9121082857;0.433381;1773508571;33248314.29;9086871429;1884988571;0.0486751
14;35.37;100704;25.47;61344;9;42.95;9;8;46;6;13;25;3;15.28;19664;0;0.020411943;3511882857;4510757143;0.822430429;3701111429;24816585.71;2881891429;1918618571;0.807305857
17;22662;138528;33606;62688;5;25.07;9;5;30;9;8;25;2;12464;16.56;0;0.009811824;3568561429;4568328571;0.806472857;5021598571;29824285.71;5300.77;820154;0.814107143
19;31014;136416;29.43;50.4;9;42.11;6;7;41;12;5;26;3;14768;9264;0;0.014746371;3486991429;4485788571;0.386707;2290232857;30752628.57;2848117143;1129068571;0.813801286
19;29.79;90.72;24246;141.6;6;36.65;13;10;20;8;6;38;3;8336;10672;0.135230857;0.684617286;464099;6488542857;0.998689143;4473041429;31751771.43;2140014286;8122598571;0.082205414
12;23634;122976;34974;138144;7;48.35;9;11;16;14;12;39;4;16176;6448;0.579492;0.741816286;5955408571;7043708571;0.655237571;1172367143;33145514.29;10992985.71;2239101429;0.052955757
9;28062;88608;32.49;59808;4;38.87;12;7;21;12;10;48;4;19568;15024;0.119349857;0.432012429;4667114286;2125965714;0.532776714;1147091429;30022014.29;4428222857;2843155714;0.200721429
12;26118;123.36;26694;96096;11;43.91;10;11;33;7;15;50;4;17.68;17872;0.0616736;0.442855429;4285168571;2315851429;0.915033571;3357715714;23511371.43;3621355714;1235177143;0.215861429
21;28674;84768;33642;111072;6;33.95;6;6;38;11;9;24;6;5104;19344;0;0.010756429;3537731429;4537021429;0.99992;27625;31736871.43;3664758571;3316318571;0.814644286
17;30582;139872;34506;71904;3;33.05;8;15;48;14;6;17;4;9904;12208;0;0.0129352;3513214286;4512267143;0.512917;1961557143;33464014.29;9567568571;1774255714;0.813885571
15;26046;65376;26.01;125472;2;44.93;15;6;14;10;11;47;4;10704;11408;0.346216571;0.702206143;5438902857;5833268571;0.810586;9940164286;32679857.14;2210598571;1997662857;0.071564529
15;21186;51.36;23274;98208;8;21.77;14;8;18;12;14;24;2;16272;5.36;0;0.009656334;3552488571;4552034286;0.552595;136163;34721628.57;13534971.43;746353;0.814593143
20;31266;121248;28926;87.84;11;24.53;9;11;29;14;12;36;3;13936;18672;0;0.008160387;3573394286;457323;0.936512429;4139591429;30321028.57;5364804286;1183000714;0.815268857
19;25.11;124896;33.75;76.32;5;24.41;11;10;26;13;9;47;3;17296;8.88;0;0.008547906;3549788571;454927;0.666078571;1045848571;31318685.71;1943934286;3334372857;0.815926571
19;31518;134.88;30.87;120.48;9;34.25;11;10;15;6;7;16;2;9.52;6832;0.508415286;0.837438;578544;1426891429;0.469752571;2265907143;35603771.43;18183942.86;2237597143;0.028154986
10;21798;74784;24.75;135.84;5;44.21;14;9;43;7;13;21;6;8496;18448;0;0.029415343;3483154286;4481955714;0.319482714;3212392857;33661642.86;12957671.43;3114807143;0.801073857
15;21294;115872;30942;117792;3;43.73;15;13;28;7;15;29;2;5488;15248;0.129296286;0.581921;4645622857;384179;0.970863;4962135714;33226257.14;16623328.57;5228381429;0.128179857
15;34542;99.36;35694;89.76;7;21.47;6;8;37;6;9;34;5;15632;19088;0;0.009523243;3582501429;458273;0.841159;3140768571;25250471.43;3560040;7392548571;0.813119857
14;35766;86304;27414;141408;6;31.55;14;11;34;5;6;47;4;7376;7632;0;0.014994114;354631;4545764286;0.99992;2771655714;31432000;4005470;4603987143;0.810707571
17;34218;128544;27.45;67104;12;38.57;10;14;12;10;7;22;3;9712;15472;0.640218429;0.857930429;6005067143;1580007143;0.999582286;3581205714;32776671.43;12746714.29;2491631429;0.025303457
12;33.39;139488;24.93;102816;5;30.17;7;8;37;11;11;48;5;12976;13552;0;0.016727814;3551864286;4551394286;0.99992;4021547143;26940771.43;1479430;8690362857;0.808847286
21;18414;56.16;18.81;132384;8;41.57;7;13;25;14;7;30;4;8912;6064;0;0.013170857;3501041429;4499861429;0.765425286;1312584286;31321071.43;6664638571;12755.2;0.814449857
15;27882;108.96;20682;72096;8;39.53;12;13;22;12;8;44;3;14288;8976;0.235445429;0.673575143;5051427143;5433962857;0.839842857;7622854286;30528442.86;3587798571;1314317143;0.084598329
19;35802;69408;19206;75552;8;29.39;11;6;30;8;9;33;5;11.76;7888;0;0.010291786;3554108571;4553682857;0.998532429;2765518571;28616457.14;1586601429;4773695714;0.814346143
15;27.99;83808;26586;140.64;7;34.13;11;6;36;10;8;26;3;6544;14.8;0;0.015138986;3518312857;4517377143;0.654658;1120212857;33567357.14;2723720;1354452857;0.811887
19;34.29;70752;18342;59.04;5;20.09;15;9;43;8;8;29;6;17904;7.6;0;0.007035124;3586998571;4587358571;0.790622143;3850697143;31523571.43;3453232857;18662114.29;0.815105571
23;18522;131424;34002;76128;3;48.83;11;12;34;12;10;40;5;6224;17424;0.129936429;0.650844;4577227143;5640528571;0.973716429;599312;32606642.86;7983748571;1606144286;0.092190157
16;34002;143328;31.41;105504;9;25.61;6;11;13;6;8;48;6;7984;18;0.465682571;0.832267714;5741337143;146.46;0.99992;2737305714;29077057.14;13273271.43;6518241429;0.028436357
22;34146;111456;18666;65568;3;22.61;7;12;43;13;5;45;6;8464;9648;0;0.006837956;3555987143;4555612857;0.759293429;1629174286;33290057.14;8908411429;24415800;0.816883857
11;26514;120864;19818;107616;10;32.21;6;5;23;13;11;17;6;12592;11.6;0.095079057;0.552983857;4471511429;3517935714;0.359750429;3334562857;34024400;9768818571;2236110;0.145640714
21;24282;142944;22.59;124704;6;27.47;7;6;44;13;6;15;5;5776;14416;0;0.008703337;3525048571;4524168571;0.409379571;2944021429;35678214.29;6904837143;3351200;0.816968857
9;22806;111072;26658;95328;10;32.99;12;12;39;8;14;49;6;10256;16.88;0;0.024388643;3540854286;4540208571;0.99992;2754911429;29762928.57;10272057.14;6279100;0.802586857
16;29646;104352;19458;109344;12;30.41;11;13;35;10;9;41;5;5.84;13.36;0;0.012645757;3550524286;4550041429;0.99992;275737;33598028.57;14463857.14;9403250;0.812513857
9;18.27;80928;18306;115104;6;49.67;9;12;27;9;8;14;4;5904;12784;0.001816781;0.052317071;3610194286;5199425714;0.293561286;4515622857;32744242.86;12148428.57;1526527143;0.706789
20;22518;106848;31158;67488;3;48.23;7;15;15;6;13;30;5;17392;9808;0.550989429;0.820265;5915052857;1164007143;0.760622429;5368608571;25225114.29;14036457.14;3577021429;0.034041871
11;33462;80736;24786;106.08;10;20.39;9;14;50;13;13;49;6;9392;11696;0;0.012332986;3586507143;4586817143;0.99992;275085;32948100;16999328.57;21047371.43;0.810519571
11;29934;82272;31086;58464;8;43.67;13;7;38;12;6;29;2;12912;13808;0;0.026414629;3487514286;4486302857;0.453504286;1456325714;32701742.86;6717237143;5103350;0.803445571
11;25722;81504;25758;93216;7;29.93;9;10;21;8;6;23;5;18992;18576;0;0.018103386;3551142857;4550682857;0.676363;3034495714;31603042.86;6044264286;2338915714;0.807583143
20;25.29;92832;25974;123.36;8;34.19;13;13;16;14;7;21;4;12304;15056;0.253896429;0.763478857;5055987143;9255308571;0.356885857;2392985714;36431185.71;15037857.14;2237035714;0.051655829
11;22.23;98208;19674;132576;5;36.29;8;10;22;7;11;18;7;15888;4.88;0.0574424;0.485177714;4229388571;2712651429;0.308823857;5366475714;32094771.43;16467971.43;2236862857;0.198492857
13;34254;136.8;19134;96864;10;47.69;12;11;46;8;14;30;5;16336;14928;0;0.024425014;3497401429;4497818571;0.769192;5682618571;28091657.14;5920218571;1164280;0.804515571
20;35.73;65.76;19314;77088;5;31.79;14;10;21;9;10;36;7;12176;11024;0;0.010575629;35454;4544841429;0.99992;3419315714;30259585.71;3221587143;1330812857;0.814605571
16;25038;81.12;28674;107424;11;49.97;7;12;31;7;7;23;5;14032;12496;0;0.0207797;3498255714;4497012857;0.684230143;2780151429;27394500;4748694286;3661038571;0.807587286
21;35982;107424;23094;143136;5;27.71;10;6;47;7;12;36;6;6576;5776;0;0.008779331;3559808571;4559474286;0.99992;2772987143;31540500;8723985714;7197461429;0.815445714
9;24642;94.56;34218;92448;10;40.97;6;9;20;12;15;44;4;18576;17.04;0.230354286;0.486541429;5098375714;2550941429;0.894513143;3322584286;25610128.57;3151384286;6739477143;0.152696857
14;24714;76512;33858;138528;10;40.91;6;7;29;7;7;16;5;6384;9328;0;0.0194426;3481331429;4480105714;0.300047286;5737325714;31265642.86;5846470;4893364286;0.810154143
16;22158;101472;35.73;65952;3;34.61;6;9;37;11;14;39;3;8.08;6896;0;0.014392357;3536047143;4535325714;0.99992;3892081429;29231757.14;8711881429;8809318571;0.811520714
16;19998;135456;27.09;56928;6;42.05;6;10;35;8;7;38;5;16656;8272;0;0.074432457;3493251429;7547764286;0.559567286;169463;24370657.14;4457515714;1093527143;0.696141143
21;31158;57312;21078;78048;12;40.13;11;12;38;9;14;34;7;12848;10864;0;0.012714557;3518464286;4517454286;0.983542;276963;27410414.29;6267554286;4436438571;0.813787429
10;31.41;86688;22734;83808;6;23.63;9;9;23;14;14;48;5;16848;11.44;0;0.015722029;35769;4576798571;0.99992;3588204286;28490328.57;3459212857;1747352857;0.808339429
13;28242;53664;27198;83616;5;23.75;12;10;29;7;10;15;5;10448;13008;0;0.012155386;3539542857;4538881429;0.470039429;2261727143;34278028.57;15630500;8568801429;0.813186714
8;33426;103584;31878;83424;8;48.71;14;6;42;5;10;37;6;7632;9168;0.016425143;0.0402298;3936541429;4955792857;0.99992;2785435714;28956914.29;1553851429;1263332857;0.635906429
23;27234;101.28;24102;117408;11;25.55;13;7;46;14;14;23;2;4944;8944;0;0.007391147;3568517143;4568285714;0.99992;2981605714;36459457.14;16904257.14;10770700;0.816311571
20;26874;129.12;26406;57.12;10;22.37;15;8;31;11;5;14;6;15504;10544;0;0.007441884;358032;4580414286;0.689466571;2767578571;35486900;3210297143;2230970;0.815174571
20;22374;62304;28638;86688;7;37.73;13;9;24;10;10;36;2;11344;13328;0;0.012551857;3524725714;4523788571;0.912731571;4925738571;30129185.71;1276964286;4616572857;0.813637143
10;29574;104.16;34542;80928;10;46.25;14;7;29;10;11;46;5;10928;18096;0.113162286;0.389123857;4636857143;1842498571;0.99992;2762937143;30412900;127157;4085977143;0.220996143
13;20502;93984;19854;78624;9;40.55;12;7;24;6;12;35;6;14064;14992;0.029260386;0.458317143;3991811429;2623947143;0.927219;276358;26553771.43;1576860;3430288571;0.247492
11;18342;130464;30726;51744;7;25.49;7;14;23;15;8;44;5;4272;8816;0;0.015417886;3568782857;4568554286;0.99992;276197;35662814.29;19331728.57;17134442.86;0.809268143
16;29718;111.84;28206;103776;11;33.41;12;10;17;8;5;21;5;9.2;17136;0.322823571;0.755606857;536409;8373678571;0.899065143;3034247143;33875042.86;6293200;1892981429;0.053137743
22;28638;75744;25038;73056;7;35.51;12;14;19;11;7;38;4;17072;5.68;0;0.241275857;3509735714;2525027143;0.602131571;1514292857;31093657.14;4145640;1021577143;0.495166
18;20.61;82848;33246;61536;12;49.79;12;11;31;8;13;21;5;15728;5.04;0;0.018404329;3492422857;4491145714;0.676977143;8904994286;28991885.71;5218078571;4907498571;0.810181714
18;23814;73056;24426;53088;10;24.71;12;7;15;5;15;25;7;6608;5712;0;0.009133639;3572228571;457204;0.99992;2769031429;32003314.29;15354685.71;5645592857;0.814524857
17;29.25;142.56;21834;76512;3;46.01;9;6;47;11;8;12;5;6.32;5328;0;0.018024986;3475654286;4476678571;0.496568143;4315815714;33303914.29;2489535714;3960274286;0.811568
19;27.45;74.4;30546;101472;4;37.49;10;10;18;10;15;38;7;6448;8688;0.092501657;0.654667286;4445287143;5832498571;0.99992;281132;32293785.71;13618928.57;1393042857;0.101024643
22;22302;56736;28.89;132768;3;30.77;13;9;19;7;9;48;3;4624;7536;0;0.009305743;3549347143;4548845714;0.99992;2877608571;34015342.86;10896528.57;10983528.57;0.815539857
18;21402;79392;22122;52128;7;26.27;11;12;40;5;7;42;5;10352;4304;0;0.009710274;3565191429;4564945714;0.99992;2793598571;27970042.86;5551495714;22559157.14;0.814468
11;19.89;109344;32094;134688;3;31.25;15;13;39;13;9;41;3;15536;10096;0;0.018901857;3535875714;4535231429;0.730822857;7399301429;33490285.71;6523385714;6956091429;0.807798714
16;24354;116256;35802;59232;7;34.55;7;9;26;6;11;33;5;15088;5904;0;0.064731229;3536217143;7807871429;0.855695;2778822857;22331728.57;1674665714;6764374286;0.697844143
10;25326;114528;35406;127584;12;23.93;14;10;15;8;12;25;6;12944;5392;0.162299;0.652544429;4791565714;5271584286;0.534404286;2551987143;35190628.57;16819671.43;2238388571;0.0947627
22;21366;51744;19278;121632;9;39.89;13;7;13;12;10;22;3;6.8;13296;0.160668857;0.721748857;4729637143;7423505714;0.685666429;112549;34831842.86;7930377143;2235871429;0.071195271
9;27522;86112;23058;129312;11;27.53;7;14;27;15;9;25;6;14576;18352;0;0.020352214;3527841429;4526995714;0.354444429;2357054286;34182700;15759585.71;370648;0.806477429
13;18846;133152;18054;63264;7;31.43;11;10;42;11;7;49;4;5968;18032;0;0.016085971;3546697143;4546138571;0.99992;2758345714;33752685.71;8502611429;18544728.57;0.809690571
17;20.07;79776;29322;90528;5;38.21;10;8;30;13;6;19;6;7184;11792;0;0.0149548;3503734286;4502644286;0.640605714;1842094286;33717585.71;1626921429;3187468571;0.812675286
15;35658;104736;20538;86112;4;29.27;7;7;16;12;6;31;4;4656;19408;0.251206286;0.739505571;512064;7938538571;0.99992;3953864286;34938928.57;7945152857;5518584286;0.060008114
21;34758;72096;24534;64608;12;29.99;10;14;43;11;12;23;2;6.48;13744;0;0.009501714;3552547143;4552051429;0.99992;4482105714;33215571.43;16629285.71;15227671.43;0.815164429
17;19.53;57504;32274;99.36;10;38.03;14;12;38;11;10;32;3;7.28;11152;0;0.014884257;3525074286;4524175714;0.99992;2792778571;33208028.57;8138517143;7055115714;0.811591571
13;25902;84;27.81;98.4;12;30.11;9;12;30;14;6;20;2;6.64;8496;0;0.015410557;3536078571;4535365714;0.796310143;922582;34353800;8499794286;1200514286;0.81081
19;31842;132384;24858;69792;9;45.71;11;11;33;10;12;28;7;9872;10448;0.177459714;0.657467571;4811684286;5374622857;0.99992;2771942857;29990971.43;6105261429;3782237143;0.090343743
10;22446;135264;21438;94752;4;49.37;6;13;33;9;7;42;2;7952;10288;0.211391714;0.428459286;4991171429;2108192857;0.99992;4252321429;27062100;5559120;7264224286;0.175294143
18;33354;127.2;27774;142.56;5;41.45;7;11;37;12;14;43;3;7824;4976;0;0.0155473;3515281429;454688;0.99992;279199;29702757.14;8944792857;2072091429;0.810128714
18;33822;48672;34866;95.52;3;29.45;7;10;38;10;10;45;2;7504;18.8;0;0.010885814;3552437143;4551922857;0.814267857;5496081429;30501400;7691860;18057671.43;0.814011286
12;29466;70944;20106;108.96;3;37.31;6;14;20;7;11;32;3;18192;6288;0;0.024277214;3524831429;4814445714;0.634894143;4357042857;24806928.57;10682500;3070658571;0.793679571
11;19674;59232;25542;84.96;5;22.55;8;9;43;10;7;43;2;14.8;9776;0;0.013639671;3553218571;455276;0.600903571;1128762857;29935371.43;2584337143;19912171.43;0.811078429
10;24.39;74208;34074;48864;4;46.97;8;7;20;11;13;38;5;12.24;16976;0.182092857;0.441592714;4930385714;2175118571;0.920450143;5481008571;27063514.29;8411267143;1737532857;0.180715
9;33.57;143136;19494;75936;9;47.75;9;7;28;9;10;14;5;6032;9872;0.380894714;0.520231143;55424;288483;0.817085571;1221385714;32882585.71;9160078571;2237798571;0.119052714
12;28422;98592;31122;118944;11;46.55;6;14;21;9;11;19;3;6992;14.96;0.327957857;0.61323;5374138571;4011025714;0.460461;1837002857;32080271.43;19007471.43;2237227143;0.097947729
24;24174;116832;34902;80544;5;28.97;15;12;23;12;9;21;3;5552;16432;0;0.008119444;3555524286;4579922857;0.99992;3104801429;35750014.29;12977242.86;3462501429;0.815127571
9;29322;120288;23886;49056;3;38.69;10;14;13;10;12;20;3;18704;18224;0.579041857;0.724656571;5990178571;650296;0.639972571;60186;31380714.29;15190642.86;1778658571;0.057192086
23;21.69;66336;18486;93024;10;22.85;9;9;47;10;5;19;4;15984;19536;0;0.006610057;357848;4578454286;0.748529714;3148468571;33281900;6377660;18330528.57;0.816011714
8;29142;129696;30474;80736;7;32.09;8;11;33;6;11;20;2;11408;6544;0;0.026688871;3531345714;453061;0.730163143;8436578571;28311328.57;10288571.43;1125248286;0.801125571
23;35586;61728;35.01;123936;9;28.91;9;5;31;7;14;22;5;9648;8.72;0;0.008363119;3524321429;4523472857;0.502483429;2541668571;32403071.43;11428400;3348225714;0.817379857
13;32346;115.68;29.97;98784;9;23.81;9;14;33;9;10;49;5;6.16;19056;0;0.012186;3575604286;4575475714;0.99992;2744652857;33031085.71;17603457.14;15044300;0.8115
16;23706;114144;34254;127392;6;24.83;14;9;26;11;12;26;3;14864;12016;0;0.010325314;3536184286;4535481429;0.393884857;1902985714;35462800;13662742.86;1973165857;0.814916857
22;28.89;121056;21942;125088;8;33.83;10;10;26;12;8;24;6;19792;12048;0.018604614;0.510843429;3800504286;5384094286;0.465005286;1538635714;33733342.86;8081912857;2237605714;0.247694143
23;22554;64224;30618;64224;8;21.71;11;13;49;15;11;30;6;8048;13104;0;0.006280256;3581772857;458194;0.99992;2750425714;34912985.71;15460300;26618742.86;0.815987
11;35478;89568;25.11;55392;7;39.35;5;8;31;15;8;23;3;7344;17488;0;0.023801429;3520934286;451996;0.99992;3558982857;30890357.14;1287747143;1134737143;0.803903286
18;20142;94752;25434;128928;4;32.57;11;11;41;6;13;42;5;11088;11824;0;0.012039071;3542601429;4541994286;0.968284143;4251391429;27829214.29;8790022857;2494344286;0.813404429
23;22266;101664;20394;110304;7;40.73;13;8;38;15;13;27;4;6192;5808;0;0.011782457;3517084286;4516061429;0.99992;2790897143;34412700;8844580;6473801429;0.814718
23;31662;132576;32.31;55008;10;42.59;12;8;42;7;14;17;4;15.12;11472;0;0.012320586;3493992857;4492787143;0.550348571;1358334286;29974057.14;5748895714;3730301429;0.815604143
10;19062;112608;30582;130848;6;37.13;10;11;23;15;10;37;6;11376;8912;0.121452;0.493863143;4644555714;2688541429;0.782929571;1142792857;32863514.29;6336882857;2188801429;0.170398143
11;26586;129888;31734;96288;9;20.57;13;9;23;10;10;28;7;19.92;18768;0;0.012441914;3585901429;4586217143;0.736417143;2890575714;33316285.71;7670167143;9172291429;0.810443143
19;32.85;102432;32598;107.04;9;20.81;15;6;40;7;11;28;5;10832;12976;0;0.00728728;3581871429;458217;0.914166571;4390468571;33189814.29;5264381429;5119738571;0.815237429
8;30726;140832;19926;105312;12;31.13;8;7;19;5;13;15;3;12656;16016;0.337751714;0.609742857;540541;4033471429;0.295702143;24.3;32326185.71;19730442.86;2236610;0.096383529
10;22.77;48.48;33.39;118176;5;35.33;13;15;44;8;6;46;3;6416;14.64;0;0.023506771;3533772857;4532991429;0.99992;3211774286;32539128.57;8753550;16749128.57;0.803582
16;24858;102.24;27594;125856;5;40.19;8;12;19;13;7;30;5;10576;8464;0.302545714;0.716536714;5271422857;654866;0.683390857;1551951429;32478500;7197107143;2195274286;0.067147114
21;23202;73632;31338;82464;6;31.73;5;12;48;6;14;14;4;6768;13712;0;0.010053057;3515408571;4514488571;0.487145;2127324286;28630228.57;20223900;13613728.57;0.816399857
23;26982;92448;31.23;58848;2;43.79;6;8;40;9;15;45;3;16112;12.4;0;0.012667743;34908;44896;0.616876714;9788927143;24234342.86;3262651429;6399145714;0.815530429
8;28566;113568;34038;119712;8;42.83;8;5;17;6;9;23;5;17.2;6352;0.475537286;0.586234429;5829114286;3662231429;0.544344571;2765754286;31439700;6156262857;1277065714;0.094723714
16;21.51;61536;19242;80352;8;48.95;8;10;45;7;13;37;3;9552;13424;0;0.020355486;3499915714;4498685714;0.99992;3294034286;24054842.86;4808514286;8217855714;0.807881
20;34.11;109728;28.17;135456;6;35.21;5;5;47;6;14;37;5;15216;15.92;0;0.011713457;3529555714;4528737143;0.774177857;5845264286;22075271.43;3330384286;1015469286;0.814297429
22;29394;77088;30006;83232;6;30.23;7;7;34;12;12;18;2;8752;11.28;0;0.009142427;3526161429;4525345714;0.595757571;1301232857;32778871.43;9342764286;3677340;0.816620714
20;21546;133344;34578;133344;7;22.91;9;7;28;6;9;48;2;11888;16464;0;0.007621527;3578732857;4578667143;0.825056429;5022368571;27442900;1705442857;620894;0.815254286
22;29106;58272;31.95;65.76;5;38.75;13;9;30;11;9;39;3;18096;15824;0;0.011719257;3504911429;4503811429;0.522546143;1065557143;30120185.71;6660887143;5105804286;0.815391286
20;35838;50592;33.21;61728;4;43.19;12;13;40;7;9;33;3;13584;10;0;0.014368314;3500988571;4499804286;0.827412857;759635;27113214.29;1775354286;7765644286;0.813349857
9;32022;137568;30.51;137376;3;29.87;13;11;23;11;12;45;7;9968;9.52;0.152325;0.548440857;4794911429;3352244286;0.99992;5567734286;32746514.29;9338430;315667;0.137151429
15;30762;60.96;28962;51168;3;22.07;10;8;13;10;10;33;6;9424;9616;0;0.009789367;3580921429;4581058571;0.99992;5249951429;31817957.14;5986354286;8395225714;0.813018714
10;26478;60576;33102;114336;11;27.83;14;7;47;8;14;15;4;11792;16496;0;0.018516571;3518334286;4517408571;0.246955857;3609398571;36305414.29;19105657.14;17013900;0.808638143
21;24246;58848;18162;122976;7;24.59;15;6;50;13;8;32;3;12.08;14288;0;0.007790891;3555934286;4555508571;0.734435286;8186635714;34018214.29;1176470;11142457.14;0.816396571
23;29214;56352;32994;92.64;10;28.31;14;6;42;13;8;46;4;10416;9712;0;0.008189521;3557591429;4557234286;0.99992;2762274286;33188657.14;3802613143;14414300;0.816020857
11;22338;87264;25686;82272;5;30.83;10;13;49;15;14;41;4;13552;13872;0;0.018647771;3549412857;4548908571;0.999789286;4117641429;30497628.57;8105254286;8935611429;0.807310857
21;23958;112992;19062;142944;2;36.17;14;6;32;5;10;33;6;17712;18064;0;0.011459843;3513568571;4512567143;0.583537571;1091168571;31528785.71;4200685714;1802489714;0.815447429
15;32886;128928;32346;79584;8;34.91;9;14;17;11;13;13;4;10864;17232;0.435013429;0.78003;5644822857;9258474286;0.327204286;2623444286;35727514.29;24948900;2235738571;0.044101043
13;34182;123168;20718;92832;6;47.09;11;9;31;5;6;40;7;10672;14864;0.209792857;0.563076714;4958841429;3397265714;0.692251429;1417097143;27762457.14;3396055714;4406815714;0.125653429
12;32.31;118752;20754;68064;8;35.39;11;5;40;6;9;31;6;5328;5264;0;0.019622143;3533591429;4532822857;0.99992;2788294286;31320471.43;2579020;7034825714;0.807031571
21;34326;95136;28422;82656;11;49.25;13;10;38;6;6;40;7;4304;10064;0;0.015604129;3499348571;4498108571;0.99992;2787282857;31128057.14;1441541429;4514158571;0.812102
19;20538;110496;22086;77.28;3;38.33;8;14;46;9;12;41;4;8976;13.04;0;0.013422571;3522377143;4521431429;0.966017857;5869815714;27950128.57;10989642.86;8324831429;0.813015429
15;27918;137.76;24282;141984;8;47.99;12;8;41;7;12;45;3;9264;10192;0.035935386;0.451596571;4045494286;2558195714;0.998485286;2880191429;28097471.43;2045511429;1172230;0.238147286
19;27666;99552;25146;69984;8;26.75;11;13;36;9;14;14;6;15408;5456;0;0.009367374;352339;4522507143;0.400699571;3673375714;34032271.43;20810685.71;4728381429;0.816345714
